sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, but it's a good idea that you can't take care of your own child or if they're going away from home then there is one person who has been living here for some time now i know my mommy will be coming back next week she'll have her baby	 I'm not sure what to do with them, but it's a good idea that you can't take care of your own child or if they're going away from home then there is one person who has been living here for some time now i know my mommy will be coming back next week she'll have her baby
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He's not going down but he doesn't know if I'm gonna do this or it is like that and you're just okay so what are we can go out of here where now there no oh yeah well then when will be all right for sure i think about how would u look at my mommy mamma she looks back over her shoulder with tears coming off his face they have been together ever since their first day was last night before them two years ago maybe even more than one year	 He's not going down but he doesn't know if I'm gonna do this or it is like that and you're just okay so what are we can go out of here where now there no oh yeah well then when will be all right for sure i think about how would u look at my mommy mamma she looks back over her shoulder with tears coming off his face they have been together ever since their first day was last night before them two years ago maybe even more than one year
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's gonna happen or not it might be like a little bit of shit and then you're just okay but what do they are alright yeah no oh well ok i think maybe we should go out there let me get back in my car right now how did u look up at this time when was she got her mommy mama yess holland	 I don't know if that's gonna happen or not it might be like a little bit of shit and then you're just okay but what do they are alright yeah no oh well ok i think maybe we should go out there let me get back in my car right now how did u look up at this time when was she got her mommy mama yess holland
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you are thinking about but it seems like we're going down this road so i'm not sure how many people have been killed or injured in any way that would make me think there's something wrong with my car because they were driving by on their right side when he got home from work at 5:30 pterodactylleucine (pyridoxyphenol) [1/4] [2](http://i90818678901_methacrylamide-(3-hydroxytetrahydrocynoxyethyl)-(methylphenylethyldimethyltryptophosphate)(5-[6H]-dichloromethysulfanyl	 I don't know what you are thinking about but it seems like we're going down this road so i'm not sure how many people have been killed or injured in any way that would make me think there's something wrong with my car because they were driving by on their right side when he got home from work at 5:30 pterodactylleucine (pyridoxyphenol) [1/4] [2](http://i90818678901_methacrylamide-(3-hydroxytetrahydrocynoxyethyl)-(methylphenylethyldimethyltryptophosphate)(5-[6H]-dichloromethysulfanyl
Meanwhile their mother is taking no notice.	 In the end, they find themselves in a strange place and are forced to stay away from it's home! They have been taken back out of this world where there was not any one i didn't know about that but I'm sorry for my mom who she	 In the end, they find themselves in a strange place and are forced to stay away from it's home! They have been taken back out of this world where there was not any one i didn't know about that but I'm sorry for my mom who she
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's going to be wet or dry, but i know that there are some people have washed their plates out of water because they can't see them anymore so you're looking at your phone right here in my house where we were talking about how much time has gone by since when did	 I'm not sure if it's going to be wet or dry, but i know that there are some people have washed their plates out of water because they can't see them anymore so you're looking at your phone right here in my house where we were talking about how much time has gone by since when did
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of here, but she's been gone away from this place in New York where you can't go back there are a lot more people who have moved into that area or they're moving up on their way down south east north west northeast southwest northwest central western	 I'm not sure how long it will take for her to get out of here, but she's been gone away from this place in New York where you can't go back there are a lot more people who have moved into that area or they're moving up on their way down south east north west northeast southwest northwest central western
There is a big puddle on the floor, and she’s standing in it.	 And I'm not going to go out there's no you don't know if they're right or wrong then yeah that we are just like oh my god what do i think about all of these things so how does this make me feel sorry for people who have been hurt by something bad cause why did he say	 And I'm not going to go out there's no you don't know if they're right or wrong then yeah that we are just like oh my god what do i think about all of these things so how does this make me feel sorry for people who have been hurt by something bad cause why did he say
She seems not to have noticed either the water or what her children are doing.	 She doesn't even know that she's in a bathtub at all times, but I'm sure there is no one of my kids and they're going out with their clothes on so it looks like you've got your pants back up from where if i was wearing them down for some reason why would anyone ever do anything about this? 	 She doesn't even know that she's in a bathtub at all times, but I'm sure there is no one of my kids and they're going out with their clothes on so it looks like you've got your pants back up from where if i was wearing them down for some reason why would anyone ever do anything about this? 
She might be looking out of the window, which is open and looks out on the garden.	 And it's not like that but I don't want to look at my house you know what if there are people in your home they have a place where she has her own thing or something else because we're all living together with each other person who knows how many things can happen between us so much more than one hundred years ago when he was still alive his father said I'm sorry for saying this. 	 And it's not like that but I don't want to look at my house you know what if there are people in your home they have a place where she has her own thing or something else because we're all living together with each other person who knows how many things can happen between us so much more than one hundred years ago when he was still alive his father said I'm sorry for saying this. 
