sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not going to tell you what happened, but it was a horrible experience for me, she said of her husband's death last year after he died from complications caused by an infection that could have been prevented if his wife had stayed home with him when they were both sick or at work.I don't know how	 I'm not going to tell you what happened, but it was a horrible experience for me, she said of her husband's death last year after he died from complications caused by an infection that could have been prevented if his wife had stayed home with him when they were both sick or at work.I don't know how
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting beside them and looking down into their eyes as she looks back over her shoulder. I don't know what you're talking about! Oh my God! You've never seen anything like that before!! It must have been so much better than any of us had ever dreamed we'd be living together!! The girl giggles when they finally break out laughing hysterically	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting beside them and looking down into their eyes as she looks back over her shoulder. I don't know what you're talking about! Oh my God! You've never seen anything like that before!! It must have been so much better than any of us had ever dreamed we'd be living together!! The girl giggles when they finally break out laughing hysterically
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good thing or not. What do you mean by 'good'? she asked with an exasperated look in her eyes and then looked up at him as though it were his own fault for having been there all this time without even knowing what had happened when they first started dating? I think we should have known better than	 I don't know if that's a good thing or not. What do you mean by 'good'? she asked with an exasperated look in her eyes and then looked up at him as though it were his own fault for having been there all this time without even knowing what had happened when they first started dating? I think we should have known better than
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard from any other family member during their time together since they were children.She's not going anywhere! She yells back You can go home now! You've got no idea how long it will take us until we get outta here!! He looks down at them both without looking away but then stops himself after saying nothing more than 'no way!' The two girls are standing there staring blankly into each others' eyes while everyone else just stares dumbstruck-out through clenched teeth which make my heart ache so hard	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard from any other family member during their time together since they were children.She's not going anywhere! She yells back You can go home now! You've got no idea how long it will take us until we get outta here!! He looks down at them both without looking away but then stops himself after saying nothing more than 'no way!' The two girls are standing there staring blankly into each others' eyes while everyone else just stares dumbstruck-out through clenched teeth which make my heart ache so hard
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if to say something about him being a good kid and not having any problems with his father or anything like that. What do you mean? I ask	 I don't know what's going on, she says, looking at her son in the eye as if to say something about him being a good kid and not having any problems with his father or anything like that. What do you mean? I ask
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, he said with an exasperated look on his face as they sat down in front of each other for dinner at their new home near	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, he said with an exasperated look on his face as they sat down in front of each other for dinner at their new home near
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with her, but it seems like she's been in a bad mood for quite some time now. I don't know how you're feeling about this, he said as they walked out of his office on their way home from work last week; but at least we have	 I'm not sure what to do with her, but it seems like she's been in a bad mood for quite some time now. I don't know how you're feeling about this, he said as they walked out of his office on their way home from work last week; but at least we have
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do, he said with an air of confidence.I'm not sure if that's why we're doing this or whether there are other people who have been here for more than five years now but they've never seen anything like how much work has gone into making these things come together	 I don't know what to do, he said with an air of confidence.I'm not sure if that's why we're doing this or whether there are other people who have been here for more than five years now but they've never seen anything like how much work has gone into making these things come together
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I think it's a good thing.	 I don't know, she says, but I think it's a good thing.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to go back in time or not, she said as we walked down an alleyway that leads into another apartment complex where two men were shot dead by police at about 11:30 p.m., just hours after they had been arrested over their alleged involvement with drug trafficking charges against them earlier this month (see video below). I've never seen anything	 I don't know if it's a good idea for her to go back in time or not, she said as we walked down an alleyway that leads into another apartment complex where two men were shot dead by police at about 11:30 p.m., just hours after they had been arrested over their alleged involvement with drug trafficking charges against them earlier this month (see video below). I've never seen anything
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all these different things.	 It's not like you have to go through all these different things.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know what's going on with you, he says when I ask him about his wife and how they've been together for the past year or so (he has no idea why). He also tells me that there are two of them in their late 20s who have never met each other before; one was born at age 18 but moved back home after being married three years ago	 I don't know what's going on with you, he says when I ask him about his wife and how they've been together for the past year or so (he has no idea why). He also tells me that there are two of them in their late 20s who have never met each other before; one was born at age 18 but moved back home after being married three years ago
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He was taken to the hospital where he later died of his injuries after being attacked by two men in an attack that left him with multiple stab wounds on both legs as well (see video below). The incident took place at about 8:30pm local time this morning when police were called around 10am for reports they had seen suspicious activity. The man who ran away has not been identified but it's believed	 He was taken to the hospital where he later died of his injuries after being attacked by two men in an attack that left him with multiple stab wounds on both legs as well (see video below). The incident took place at about 8:30pm local time this morning when police were called around 10am for reports they had seen suspicious activity. The man who ran away has not been identified but it's believed
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at the floor of her room with an expression that makes me feel like I'm being told something by someone who knows nothing about women's bodies or how they're treated in society. She pauses for breath before speaking up again	 I don't know what to say, she says, looking down at the floor of her room with an expression that makes me feel like I'm being told something by someone who knows nothing about women's bodies or how they're treated in society. She pauses for breath before speaking up again
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something that will make your life easier.	 It's a great place to go if you're looking for something that will make your life easier.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to hold it in place with your fingers, and then press down hard enough so there's no need for an extra cup or any other adjustment needed. I don't know if I	 The first one is a small piece of paper that you can use to hold it in place with your fingers, and then press down hard enough so there's no need for an extra cup or any other adjustment needed. I don't know if I
