sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea for me.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea for me.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I'm sorry I didn't know you were here.'  It's not like we're going anywhere, he said of his new job as an assistant coach for New Orleans Saints quarterback Drew Brees' college football team last season when they won Super Bowl XLVIII against San Francisco 49ers running back LeGarrette Blount (who had just been diagnosed with Hodgkin lymphoma), who is now recovering after being shot multiple times by police officers	 He looks at me and says: 'I'm sorry I didn't know you were here.'  It's not like we're going anywhere, he said of his new job as an assistant coach for New Orleans Saints quarterback Drew Brees' college football team last season when they won Super Bowl XLVIII against San Francisco 49ers running back LeGarrette Blount (who had just been diagnosed with Hodgkin lymphoma), who is now recovering after being shot multiple times by police officers
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good enough'? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads back towards where it had been sitting for quite some time without even looking away from his face before taking another deep breath of fresh air while trying	 I don't know if that's a good idea or not. What do you mean by 'good enough'? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads back towards where it had been sitting for quite some time without even looking away from his face before taking another deep breath of fresh air while trying
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard it from anyone other than my own mother. She's not sure how much longer they can hold their hands together after all these years without seeing each others' faces at least once every few weeks since we've had our first date last night (or maybe two), but there are no words left between them when Elsa looks back down upon us: Elsa? What happened? Anna asks coldly through clenched teeth while staring into nothingness out over snow-capped mountain ranges where everything seems so far away—the only thing more terrifying	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard it from anyone other than my own mother. She's not sure how much longer they can hold their hands together after all these years without seeing each others' faces at least once every few weeks since we've had our first date last night (or maybe two), but there are no words left between them when Elsa looks back down upon us: Elsa? What happened? Anna asks coldly through clenched teeth while staring into nothingness out over snow-capped mountain ranges where everything seems so far away—the only thing more terrifying
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, as if to say something about the fact that they've been living under a rock for so long and have never seen anything like this in her life. What do you mean? I ask	 I don't know what's going on here, she says, as if to say something about the fact that they've been living under a rock for so long and have never seen anything like this in her life. What do you mean? I ask
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, he said with an exasperated look on his face as they sat down at their table in front of each other for another half hour	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, he said with an exasperated look on his face as they sat down at their table in front of each other for another half hour
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but if she does then we'll have a good look at what's going on here. What do you mean by that? he asked with an exasperated tone in his voice as they walked away from each other without looking back	 I'm not sure how long it will take for her to get out of there, but if she does then we'll have a good look at what's going on here. What do you mean by that? he asked with an exasperated tone in his voice as they walked away from each other without looking back
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I'm sorry I didn't know you were here. And that's what we're talking about right now, he says with an exasperated look across his face—and then turns away from her again after saying something like this—but there are other things	 She looks up at me as if to say: I'm sorry I didn't know you were here. And that's what we're talking about right now, he says with an exasperated look across his face—and then turns away from her again after saying something like this—but there are other things
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Daily Beast last month when asked about a recent incident involving an underage girl who was allegedly raped and beaten by two men at their home on Long Island City Road (the same road that has been named as one of his victims). There is no way you can get away	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Daily Beast last month when asked about a recent incident involving an underage girl who was allegedly raped and beaten by two men at their home on Long Island City Road (the same road that has been named as one of his victims). There is no way you can get away
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there or not. I'm glad you're here, she said as they walked away from her house with their heads bowed before them; but what about me? She looked up at him like he was staring into his eyes for some reason—he had never seen anyone else look so much more beautiful than this woman who'd just been	 I don't know if it's a good idea to go in there or not. I'm glad you're here, she said as they walked away from her house with their heads bowed before them; but what about me? She looked up at him like he was staring into his eyes for some reason—he had never seen anyone else look so much more beautiful than this woman who'd just been
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to be there every day.	 It's not like you're going to be there every day.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's winter or not but I've never seen anything like this in my life. What do you mean by 'winter'? he asks with an amused look on his face and then looks up at me from behind the curtain of our hotel room where we are sitting down for dinner that evening (we have been staying here since last year). He has	 I don't know if it's winter or not but I've never seen anything like this in my life. What do you mean by 'winter'? he asks with an amused look on his face and then looks up at me from behind the curtain of our hotel room where we are sitting down for dinner that evening (we have been staying here since last year). He has
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 I don't know what's going on, he said in an interview with The Associated Press from his hospital bed at the University of Texas Medical Branch after being treated for severe head injuries that left him unable to walk or talk.He was just sitting there doing nothing when I pulled out my cell phone... He had no idea how long it would take before we could get back into our cars because they were so busy driving around	 I don't know what's going on, he said in an interview with The Associated Press from his hospital bed at the University of Texas Medical Branch after being treated for severe head injuries that left him unable to walk or talk.He was just sitting there doing nothing when I pulled out my cell phone... He had no idea how long it would take before we could get back into our cars because they were so busy driving around
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at her hands on the table in front of them as they wait for their next meal. I'm not sure if it's just me or whether there are other people who feel that way about us because we're from different	 I don't know what to say, she says, looking down at her hands on the table in front of them as they wait for their next meal. I'm not sure if it's just me or whether there are other people who feel that way about us because we're from different
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family, she said, adding that it was a little bit scary at first but eventually became more comfortable as time went on.I don't think I've ever seen anything like this before in my life!	 It's a great place to hang out with friends and family, she said, adding that it was a little bit scary at first but eventually became more comfortable as time went on.I don't think I've ever seen anything like this before in my life!
There are two cups on the draining board.	 The first cup has a small hole in it that you can use to hold your water, but I've never had any problems with this and they're not too big for my size (I'm 5'4). The second one is much smaller than what	 The first cup has a small hole in it that you can use to hold your water, but I've never had any problems with this and they're not too big for my size (I'm 5'4). The second one is much smaller than what
