sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 It's not a big deal, but I think it would be nice if you could have one of them on hand to make sure that they don't get eaten by other people or something.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his friend who is standing by and watching as they take their first bite of cookie dough before heading out for lunch later that afternoon. You know what? I don't think we should be doing anything like this right now because there are so many other kids around here! The two boys start talking about how much better life would have been without them but then suddenly realize something else: They	 I don't know what he's doing there but it looks like this: I'm not sure if you can tell by looking at his face or just how much of an odd-looking thing that is (or was) going through). It seems as though they've been working together for so many years and now we're talking about two people who have worked with each other all their lives.) The first time she said oh my gosh her eyes were redder than usual! She
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He turned his head away from me while looking down into my face for what seemed almost imperceptibly long time	 I don't know if that's a good idea or not but it seems like there might be some kind of problem with him getting up and down when you're sitting in your chair). I'm just wondering how long will this take?
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's shoulders in disbelief that they are still so far away from each other after all this time spent together—she has no idea how long it would have been before their relationship had ended or even whether there was any way Anna could ever get back into love again.[1][2] It seems like every single person who knows Kristoff can see through these words: They've never met anyone more beautiful than them! And yet…they both seem very much alike...[3]. The only difference between those two people? Their personalities were completely different (even though	 I don't know what you're talking about, he says with an airy smile on his face.) But I'm sure it's not your fault.
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if to say: 'You're not a good boy.' I tell him that he should be ashamed of himself for being so young. What do you	 I don't know what you're talking about, but I think it's a good thing, she said in an interview with The New York Times last week when asked if there was any truth to the claim that her son had been raped by his stepfather
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could possibly have known	 I'm not sure if it's just me or what, but we're going to see how that plays out in this season.
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he was staying	 I'm not sure what to do about that, but it's been a long time since we've had one of these things in our house.
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure if you've ever seen her before, he said with an exasperated look at his wife's face as they walked out of their apartment building into downtown Los Angeles' Sunset Strip neighborhood just after 9:30am this morning (	 I don't know what to do about that, he told me as we sat down at his kitchen table.) I'm not sure if you've ever seen one of these things like this before. He said with an exasperated tone: It's so hot out there right now! It was
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 I don't know if it's just me, but I've been in a lot of trouble with my kids, she told The New York Times. They're so much more important than you think.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to look at me like that because she'd probably get hurt or something. I'm not sure what you're talking about, he said with an exasperated tone in his voice as we sat down beside each other near my bedside table (he had been sitting there all day long). He looked up from our conversation without saying anything more than one word	 I don't know if it's a good idea to do that or not.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. You just walk around.	 It's not that hard to do if you don't know what it looks like.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's because of the weather or not. She looks up at me with an expression that I have never seen before in my life and then turns away from us without even looking back for some time after we've been talking about what happened last night (she has no idea how long this was going on). What do you mean? What did they say	 I'm not sure if it's because of the weather or just my own personal preference (I don't know), but there are some things about this that make me feel more comfortable than usual). The first time we met was at an event in New York City last year where you could walk around with your friends and see what they were doing on their way home from work without being able
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where his father was last night.I don't know if I've ever seen anything like this before, she told The Daily Caller News Foundation via phone from her home outside New York City Tuesday morning after being informed by family members that their daughter had been taken to an emergency room for treatment of head injuries sustained while fighting with police officers who were chasing him around	 I'm not sure if it's because of the rain or something else but they're both very hard to see in this situation. I don't know what you mean by that, he says with an exasperated look on his face as we walk away from him.) It was my fault for being so stupid about me when she said 'no one will ever be like us again.' And then there were all
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at her hands in the air as if they've just been wrapped around each other's shoulders for an hour or two.She looks like I'm going through some kind of emotional rollercoaster right now with this whole thing	 I'm not sure if it's because of the fact that, or maybe she just doesn't want to look at me as much when we're talking about her hair). I've never seen this before in my life (or any other place), but you know what? It was
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new.	 It's a great place to hang out and have some fun with your friends, or just sit down for an hour while you're at it). I'm sure there will be other people who like this spot as well!
There are two cups on the draining board.	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not really necessary for this tutorial because we'll be using an old-fashioned wooden spoon instead.) The second cup comes from our kitchen	 The other cup is a small piece of plastic that you can use to hold your water bottle in place, but it's not really needed for this tutorial.) The first thing I did was make sure there were no more than 2-1/2 holes
