sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: an apple pie that's been sitting there for about two weeks now! Oh my gosh! I say cheerfully after seeing how much fun it is eating this delicious treat (and not just because they've made me feel good). He looks around nervously before turning back towards us; no matter what happens next…he'll be right	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: an apple pie that's been sitting there for about two weeks now! Oh my gosh! I say cheerfully after seeing how much fun it is eating this delicious treat (and not just because they've made me feel good). He looks around nervously before turning back towards us; no matter what happens next…he'll be right
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good'? she asked with an exasperated look in her eyes and then looked up at him as though it were some kind of joke: I've never seen anything like this before! It was amazing!	 I don't know if that's a good idea or not. What do you mean by 'good'? she asked with an exasperated look in her eyes and then looked up at him as though it were some kind of joke: I've never seen anything like this before! It was amazing!
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long. He looks down at himself in embarrassment before turning away from Elsa who has just finished eating them all while staring into their eyes like they have no idea how much time had passed since last seeing each other or why Anna was still standing there by herself when this whole thing started going off without any real explanation whatsoever (she seems really upset right now). She turns back around but then suddenly stops moving once more after saying something which makes me feel very bad because my heart aches even harder than usual every few seconds until finally… well... nothing happened? It	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long. He looks down at himself in embarrassment before turning away from Elsa who has just finished eating them all while staring into their eyes like they have no idea how much time had passed since last seeing each other or why Anna was still standing there by herself when this whole thing started going off without any real explanation whatsoever (she seems really upset right now). She turns back around but then suddenly stops moving once more after saying something which makes me feel very bad because my heart aches even harder than usual every few seconds until finally… well... nothing happened? It
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her daughter with a smirk as if to say something about the fact that they've been living together for so long without ever seeing each other or even knowing how much of an impact it has	 I don't know what's going on here, she says, looking at her daughter with a smirk as if to say something about the fact that they've been living together for so long without ever seeing each other or even knowing how much of an impact it has
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, Elsa said with an exasperated look on her face as they walked away from each other in their own separate cars that were parked outside	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, Elsa said with an exasperated look on her face as they walked away from each other in their own separate cars that were parked outside
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with this, but it seems like a good idea at least for now... Posted by: Anonymous	 I'm not sure what to do with this, but it seems like a good idea at least for now... Posted by: Anonymous
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure if you've seen this before, he said with an exasperated look at his wife's face as they walked out of her apartment building toward their new home next door: It looks like we're getting married right now!	 I don't know what to do about that. I'm not sure if you've seen this before, he said with an exasperated look at his wife's face as they walked out of her apartment building toward their new home next door: It looks like we're getting married right now!
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm afraid of them, she says, and then pauses for a moment before saying something that makes me feel better about my own situation: She has no idea how much money is being spent on these kids' education programs at this point in their lives—or whether they will ever get any help from those who would otherwise be spending more than $1 million per year	 I don't know if it's because I'm afraid of them, she says, and then pauses for a moment before saying something that makes me feel better about my own situation: She has no idea how much money is being spent on these kids' education programs at this point in their lives—or whether they will ever get any help from those who would otherwise be spending more than $1 million per year
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not, he told The Daily Telegraph. I've never seen anything like this before.	 I don't know if it's a good idea to go in there at night or not, he told The Daily Telegraph. I've never seen anything like this before.
