sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or something else, he says with an air of confidence that makes him feel good about himself. What do you mean? I ask as we sit down at my desk and look over his shoulder for any clues into what might have been done by someone who didn't know where they were going! He looks around nervously before turning back toward us again when asked why she was doing so much more than her usual self-deprecating smile	 I'm not sure if it's just me or something else, he says with an air of confidence that makes him feel good about himself. What do you mean? I ask as we sit down at my desk and look over his shoulder for any clues into what might have been done by someone who didn't know where they were going! He looks around nervously before turning back toward us again when asked why she was doing so much more than her usual self-deprecating smile
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good thing or not. What do you mean by 'good'? she asked with an amused look in her eyes and then looked down at his face as though it were some kind of joke—she had no idea what was coming next.) I think we're all just gonna get along better than ever before, said Harry	 I don't know if that's a good thing or not. What do you mean by 'good'? she asked with an amused look in her eyes and then looked down at his face as though it were some kind of joke—she had no idea what was coming next.) I think we're all just gonna get along better than ever before, said Harry
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has no idea where they are or how long it's been since their last visit.You've never seen this before in my entire life! He looks down at them both without even looking away from each other; It was so much better when we were younger than our parents did! We had such good friends all around us—they would always say 'you should go see your dad.' But now…we have these two little girls sitting there watching TV while everyone else just stares blankly into space because nobody can figure out why anyone ever does anything but watch television…He	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has no idea where they are or how long it's been since their last visit.You've never seen this before in my entire life! He looks down at them both without even looking away from each other; It was so much better when we were younger than our parents did! We had such good friends all around us—they would always say 'you should go see your dad.' But now…we have these two little girls sitting there watching TV while everyone else just stares blankly into space because nobody can figure out why anyone ever does anything but watch television…He
Meanwhile their mother is taking no notice.	 I'm not going to let you go, she says, her voice softening with each word that comes out of my mouth and I can't help but wonder if it's just me or the other way around. You know what? You're a	 I'm not going to let you go, she says, her voice softening with each word that comes out of my mouth and I can't help but wonder if it's just me or the other way around. You know what? You're a
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, Elsa said with an exasperated look on her face when asked by Anna that question in return for some sort of apology from Kristoff	 I'm not sure if it's just me or something else, but she seems to be getting better every day. I don't know what you're talking about, Elsa said with an exasperated look on her face when asked by Anna that question in return for some sort of apology from Kristoff
She has left the tap running and the sink is overflowing.	 I'm not sure what to make of this, but it looks like he's been drinking for a long time now.	 I'm not sure what to make of this, but it looks like he's been drinking for a long time now.
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do with her, he said.I'm not sure if that's something we should be talking about at this point because there are so many of us who have been here for more than 20 years or maybe even longer ‪#‎The_Donald — Donald Trump (@realDonaldTrump	 I don't know what to do with her, he said.I'm not sure if that's something we should be talking about at this point because there are so many of us who have been here for more than 20 years or maybe even longer ‪#‎The_Donald — Donald Trump (@realDonaldTrump
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Huffington Post on Wednesday night (April 24). This is something that has been happening for a long time.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Huffington Post on Wednesday night (April 24). This is something that has been happening for a long time.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to do this at night or not, he said in an interview with The New York Times last year when asked about his plans for what would happen next: I think we'll see.	 I don't know if it's a good idea to do this at night or not, he said in an interview with The New York Times last year when asked about his plans for what would happen next: I think we'll see.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to have any problems with it or anything.	 It's not like you're going to have any problems with it or anything.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I'm not sure if it's just me or something else but I've been thinking about this for quite some time now. She looks down at herself in the mirror and sees that there are no longer any wrinkles on either side of their face; they're all covered with dark brown hair which has grown back into its original shape after being cut off by an old man who had died when he	 I'm not sure if it's just me or something else but I've been thinking about this for quite some time now. She looks down at herself in the mirror and sees that there are no longer any wrinkles on either side of their face; they're all covered with dark brown hair which has grown back into its original shape after being cut off by an old man who had died when he
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 I'm not sure what's going on, he said in an interview with The Associated Press earlier this year after the shooting death of his father at age 24 by police officers who shot him three times while trying to stop two other men from robbing another man outside their home early Sunday morning (April 14). : A woman walks past her daughter as she waits for news about Michael Brown being arrested during protests against racial profiling	 I'm not sure what's going on, he said in an interview with The Associated Press earlier this year after the shooting death of his father at age 24 by police officers who shot him three times while trying to stop two other men from robbing another man outside their home early Sunday morning (April 14). : A woman walks past her daughter as she waits for news about Michael Brown being arrested during protests against racial profiling
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she told me in an interview last year, when I asked her about the possibility of being arrested for having sex with another man without his consent or even knowing that he had done so at some point during their time together (she was 19 years old	 I don't know what to say, she told me in an interview last year, when I asked her about the possibility of being arrested for having sex with another man without his consent or even knowing that he had done so at some point during their time together (she was 19 years old
There are lots of cupboards all around the kitchen.	 I'm not sure if it's a good idea to have them in your home, but you can always go back and look at what they were made for.	 I'm not sure if it's a good idea to have them in your home, but you can always go back and look at what they were made for.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to wipe off any excess water from your kitchen sink or toilet bowl, and it will help keep things fresh for longer. The second cup has been sitting there all day, he said	 The first one is a small piece of paper that you can use to wipe off any excess water from your kitchen sink or toilet bowl, and it will help keep things fresh for longer. The second cup has been sitting there all day, he said
