sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad I did it, he says with an air of self-deprecation that makes him sound like someone who's been through hell and back.	 I'm so glad I did it, he says with an air of self-deprecation that makes him sound like someone who's been through hell and back.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an air of confidence in her voice and then looked up at him from behind his desk as they sat down for their first meal together before heading back out into town after work one last time (he had just finished eating breakfast). You should have known better	 I don't know if that's a good idea or not. I think you're right, she said with an air of confidence in her voice and then looked up at him from behind his desk as they sat down for their first meal together before heading back out into town after work one last time (he had just finished eating breakfast). You should have known better
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I'm sorry, he says with an apologetic look on his face that makes me feel like I've just been told something by someone who has never met you before or even seen your name in any other media (or at least not my own), but it's okay. He doesn't say anything about how much time they spent together until we get home from work this past Sunday night when our parents are gone so there was no way anyone could have known what had happened between us two years ago! We're both pretty good friends right? Well… well…. but why do people keep saying these things?! Why does everyone always make such big deal outta each others' names while still making them all sound normal!? It feels really weird	 I'm sorry, he says with an apologetic look on his face that makes me feel like I've just been told something by someone who has never met you before or even seen your name in any other media (or at least not my own), but it's okay. He doesn't say anything about how much time they spent together until we get home from work this past Sunday night when our parents are gone so there was no way anyone could have known what had happened between us two years ago! We're both pretty good friends right? Well… well…. but why do people keep saying these things?! Why does everyone always make such big deal outta each others' names while still making them all sound normal!? It feels really weird
Meanwhile their mother is taking no notice.	 She has been in a coma for the past few days, and she's not sure how long it will take her to get back on track. I don't know what I'm doing, he says with an exasperated look that makes me think of his	 She has been in a coma for the past few days, and she's not sure how long it will take her to get back on track. I don't know what I'm doing, he says with an exasperated look that makes me think of his
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something, but she seems to be getting better with each passing day. I don't know what you're talking about, Harry said as he looked over at his mother who was sitting on her lap in front of him while looking around for any sign	 I'm not sure if it's just me or something, but she seems to be getting better with each passing day. I don't know what you're talking about, Harry said as he looked over at his mother who was sitting on her lap in front of him while looking around for any sign
She has left the tap running and the sink is overflowing.	 I have no idea what to do with her, but it seems like she's in a state of shock right now. I don't know why you're so upset about that, he said as we walked away from his office at 9:30am on Monday morning (the same day my sister was born).	 I have no idea what to do with her, but it seems like she's in a state of shock right now. I don't know why you're so upset about that, he said as we walked away from his office at 9:30am on Monday morning (the same day my sister was born).
There is a big puddle on the floor, and she’s standing in it.	 I'm not sure what's wrong with her, he said to me as we walked out of his office at 9:30 this morning.I don't know if you've ever seen that scene where they're talking about how bad things can get when there are so many other people who have been hurt or killed	 I'm not sure what's wrong with her, he said to me as we walked out of his office at 9:30 this morning.I don't know if you've ever seen that scene where they're talking about how bad things can get when there are so many other people who have been hurt or killed
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm a little bit of an idiot, but we're all in this together, she told The Daily Beast last month when asked about how much time they spend with each other at home and on their cellphones while playing video games (the game is called Super Mario Bros.). We've been friends for so long that you'd think there would be some sort	 I don't know if it's because I'm a little bit of an idiot, but we're all in this together, she told The Daily Beast last month when asked about how much time they spend with each other at home and on their cellphones while playing video games (the game is called Super Mario Bros.). We've been friends for so long that you'd think there would be some sort
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to look at me or not. I'm sorry about that, she said in an apologetic tone as we walked away from his office with our phones still plugged into their respective power-supply outlets (he had been using them all day long). She looked back over my shoulder before saying something like this: So what do you think	 I don't know if it's a good idea for her to look at me or not. I'm sorry about that, she said in an apologetic tone as we walked away from his office with our phones still plugged into their respective power-supply outlets (he had been using them all day long). She looked back over my shoulder before saying something like this: So what do you think
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. You don't need any special equipment.	 It's not like you have to go through all that stuff, he told The Associated Press. You don't need any special equipment.
