sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I don't know what you're talking about.' I'm not sure if he's joking or just saying something that makes him feel better. A few days later she was back home with her two young children who had been playing outside when they were attacked by an angry mob of people shouting Allahu Akbar (God is great). The attack took place around 8pm local time but it quickly spread across Europe as more than 100 police officers	 He looks at me and says: 'I don't know what you're talking about.' I'm not sure if he's joking or just saying something that makes him feel better. A few days later she was back home with her two young children who had been playing outside when they were attacked by an angry mob of people shouting Allahu Akbar (God is great). The attack took place around 8pm local time but it quickly spread across Europe as more than 100 police officers
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He was just standing there staring blankly into space while his mouth hung open wide for what seemed no more than	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He was just standing there staring blankly into space while his mouth hung open wide for what seemed no more than
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been in this mess all day.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been in this mess all day.
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her son in the eye as if to say: 'You're not doing anything wrong.' I think about it for a few seconds and then look back over my shoulder. It	 I don't know what's going on here, she says, looking at her son in the eye as if to say: 'You're not doing anything wrong.' I think about it for a few seconds and then look back over my shoulder. It
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could have done this	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could have done this
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what's going on with you, she said as they walked away from her apartment building into an alleyway that leads down toward their home near	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what's going on with you, she said as they walked away from her apartment building into an alleyway that leads down toward their home near
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I don't know what you're talking about. But I'm not sure how much of an impression that has made her or any other woman who's been through this experience feel like they've had their feelings hurt by something so deeply wrong with them—or	 She looks up at me as if to say: I don't know what you're talking about. But I'm not sure how much of an impression that has made her or any other woman who's been through this experience feel like they've had their feelings hurt by something so deeply wrong with them—or
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because they're afraid of me, she says, but I've never seen anything like this before.	 I don't know if it's because they're afraid of me, she says, but I've never seen anything like this before.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not, he told The Daily Beast. I've never seen anything like this before.	 I don't know if it's a good idea to go in there at night or not, he told The Daily Beast. I've never seen anything like this before.
