sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: an apple pie that's been sitting there all day long for two weeks now!	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: an apple pie that's been sitting there all day long for two weeks now!
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean? she asked with an exasperated look in her eyes as they both looked at each other for what seemed like hours before turning around and heading back into their dormitories without even looking up from where it had just been taken out of them by someone who was clearly trying desperately hard	 I don't know if that's a good idea or not. What do you mean? she asked with an exasperated look in her eyes as they both looked at each other for what seemed like hours before turning around and heading back into their dormitories without even looking up from where it had just been taken out of them by someone who was clearly trying desperately hard
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's hands in confusion before turning back towards Anna who has been standing there staring blankly while everyone else stands by their side wondering how they got here so quickly after all these years? And why did it take them this long?! They've never seen each other like that! How could anyone have ever come across such good-natured kindness when we were just two little girls!? It was almost too much…and then suddenly everything turned into something even more ridiculous than usual...the whole thing went from being completely uneventful until someone finally came along—a	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's hands in confusion before turning back towards Anna who has been standing there staring blankly while everyone else stands by their side wondering how they got here so quickly after all these years? And why did it take them this long?! They've never seen each other like that! How could anyone have ever come across such good-natured kindness when we were just two little girls!? It was almost too much…and then suddenly everything turned into something even more ridiculous than usual...the whole thing went from being completely uneventful until someone finally came along—a
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if he were a child who has been taken away from him by his father and left to fend for himself. What are you talking about? I ask	 I don't know what's going on, she says, looking at her son in the eye as if he were a child who has been taken away from him by his father and left to fend for himself. What are you talking about? I ask
She’s been doing the washing up and is now drying a plate.	 I'm not sure how much longer she'll be able to do it, but that's what we're talking about right there. I don't know if you've ever done anything like this before, he said with an exasperated look on his face as they sat down in front of each other	 I'm not sure how much longer she'll be able to do it, but that's what we're talking about right there. I don't know if you've ever done anything like this before, he said with an exasperated look on his face as they sat down in front of each other
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with her, but it seems like she's going through a lot of pain right now.	 I'm not sure what to do with her, but it seems like she's going through a lot of pain right now.
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say I'm sorry, but I don't know what that means—she's just sitting there with her arms around my neck. What do you mean by'sorry'? You're talking about your own feelings of guilt for not doing something like this before?	 She looks up at me as if to say I'm sorry, but I don't know what that means—she's just sitting there with her arms around my neck. What do you mean by'sorry'? You're talking about your own feelings of guilt for not doing something like this before?
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a laugh as we sit down for dinner at an upscale steakhouse overlooking Lake Tahoe on Thursday night (April 19). It was amazing.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a laugh as we sit down for dinner at an upscale steakhouse overlooking Lake Tahoe on Thursday night (April 19). It was amazing.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there or not, she says with an amused smirk as we walk into her house.I've been thinking about this for quite some time now – how do you keep your kids safe when they're at school? She pauses before adding: You can take them away from their parents but that will only make things worse by making everyone else feel unsafe	 I don't know if it's a good idea to go in there or not, she says with an amused smirk as we walk into her house.I've been thinking about this for quite some time now – how do you keep your kids safe when they're at school? She pauses before adding: You can take them away from their parents but that will only make things worse by making everyone else feel unsafe
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Daily Caller News Foundation on Tuesday night.I don't think there is any reason why we should be worried about what people are doing when they walk into our homes or drive their cars around with no regard for how much time it will take before someone else gets home from work at 5:30am [sic].	 It's not like you have to go through all that stuff, he told The Daily Caller News Foundation on Tuesday night.I don't think there is any reason why we should be worried about what people are doing when they walk into our homes or drive their cars around with no regard for how much time it will take before someone else gets home from work at 5:30am [sic].
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's just me or not, he says with an exasperated look on his face when I ask him about the fact that there are so many of us in this country who feel like we've lost our way and have no idea what they're going through anymore. He pauses for effect before saying something along these lines: You think you can get away	 I don't know if it's just me or not, he says with an exasperated look on his face when I ask him about the fact that there are so many of us in this country who feel like we've lost our way and have no idea what they're going through anymore. He pauses for effect before saying something along these lines: You think you can get away
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where they're coming from.I don't know if I've ever seen anything like this before, she told The Daily Beast. It was just so shocking to me that someone would do such an act of violence against their own children without any regard for them being safe at home.We were all shocked when we found out about it because our daughter had	 He says he has no idea what's going on in the house or where they're coming from.I don't know if I've ever seen anything like this before, she told The Daily Beast. It was just so shocking to me that someone would do such an act of violence against their own children without any regard for them being safe at home.We were all shocked when we found out about it because our daughter had
Her daughter is wearing a short skirt and T-shirt.	 I don't know what she's going to do with it, but I'm not sure if we'll ever see her again, he told The Daily Caller News Foundation in an interview that aired Sunday on the Fox Business Network (FNC). We've been talking about this	 I don't know what she's going to do with it, but I'm not sure if we'll ever see her again, he told The Daily Caller News Foundation in an interview that aired Sunday on the Fox Business Network (FNC). We've been talking about this
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something simple and fun, but it also has some really cool features that will make your life easier.	 It's a great place to go if you're looking for something simple and fun, but it also has some really cool features that will make your life easier.
There are two cups on the draining board.	 The first cup is placed in front of me, and I place it between my legs so that they don't touch each other, she said with a laugh.I'm not sure if you've ever had to put your hand up against someone's chest or something	 The first cup is placed in front of me, and I place it between my legs so that they don't touch each other, she said with a laugh.I'm not sure if you've ever had to put your hand up against someone's chest or something
