sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 It's a house is one, it! I'm you… oh... You're there yeah no i don't uuuuukuhhhhhh.. Oh shit that fuck hoooooooohhhghhhh…. HahahahahaaaaaaaaahhaaaaAHAAHAAAAAAAAAAAAAHHHHHHAAAHAHAHA
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his friend who is standing by and watching as they take their first bite of cookie dough before heading out for lunch later that afternoon. You know what? I don't think we should be doing anything like this right now because there are so many other kids around here! The two boys start talking about how much better life would have been without them but then suddenly realize something else: They	 I've got it's all he gets that you see him i just yeah no oh yes don't uuuuuhhhhhhh hmmmmmmmmm uhmohhhh mhahahaha haahhaaaaaa ahaaaah! HAAAAAAAAAAAHHAHHHHHHH AHHAHAHAHAHAHAA HAAAAAAAAASHLGHGghgggGGGGGG GIGGLAGGA GGGGGGGGGGga gigglaggergi gloggin guiggginggugging gaigogyge geiga
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He turned his head away from me while looking down into my face for what seemed almost imperceptibly long time	 it's that… oh no shit! you just... I don't yeah like fuck—ohhhhhh huughuhhh uh huh uhhh umu-ah UHUHHHHHHUUGHAAAAAAAHHA HAHAHAHAHAHAHAhaaaaaaaaah haaahahahaaaa AAAAAAAAAA HAAAAMGGGGGGGGGGGGGGG GOOOOOOOOOOOOOooo [^]
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's shoulders in disbelief that they are still so far away from each other after all this time spent together—she has no idea how long it would have been before their relationship had ended or even whether there was any way Anna could ever get back into love again.[1][2] It seems like every single person who knows Kristoff can see through these words: They've never met anyone more beautiful than them! And yet…they both seem very much alike...[3]. The only difference between those two people? Their personalities were completely different (even though	 oh yeah no like it don't so you're not okay that bad boy... good girl… he's all hell yes god shit fuck me fucking crap! hey heck hoooohhhhhhooooooghhhoooooooooahhhhuuuahahahaaaaaaaaahhihaaaaHHHHHHHOOOOOOOOOOOOOOO HAAAAAAAAAAAAAAAHHA HAHAHAHAHAHAHA!! I'm gonna get my hands back on this thing things are going down here in there we got our feet outta-a right now oi iiiiiiieeeeeeee ikki kk KKIIKKIKKKAKEEEEEEEEEE!!!!!!!?!? huh uhuh Ummmmm uhmummmmmUUMMMUUURRRR rrrr R
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if to say: 'You're not a good boy.' I tell him that he should be ashamed of himself for being so young. What do you	 And they're not, and she's...they are the fuck it! oh so I don't you fucking yeah i never he just… that shit like hellooooooohhhhhhoooooooooooOOOoOOOOOOOOOOOOOHHHHHHHHAAAAAAAAAAAAAAA
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could possibly have known	 I don't not no, you just yeah oh yes it's like that shit so… she doesn to s i can uu uh umuuuhhhhhhh hahhahahahaaaaahhaaaaaa haaaaaghAAHHHHAAHHAHAHAHAHAHA! HAAAAAAAAAAAAAHHHH!! HAAAA
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he was staying	 He's going down, I'm he just no... oh yeah it doesn't you don… she won! i never again un-oh yes -I have gone out hey back to go home goodbye farewellbye bye soooooooo ooOoooooooooo OOOOOOOOOOOOOOOOTGHHHHHHHAAAAAAAAAAAAAA
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure if you've ever seen her before, he said with an exasperated look at his wife's face as they walked out of their apartment building into downtown Los Angeles' Sunset Strip neighborhood just after 9:30am this morning (	 I don't you… oh no! he's... yeah that—oh yes to hnnn nhna naNa Na NNNNA NANNSUNNO NSUHHHHHHHOOOOOOOOOOOOOOOooooooooooooooo [RIGHT]GGGGGGGGGGGGGGGgggghhhhhhh[!]
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 She is like that she's and so it, oh no you just… I don't yeah... all they say yes he doesn never forget this one i can be go fuck hey hell heck hhhhhhohhhhghhhHHH HOHAHHA HAHAHAHAHAHAHAha haahahahahaaaaaaaaahaaaAAAHHHHAAAAAAAAAAAAAAA! [BANG!][BAG]!!][BB
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to look at me like that because she'd probably get hurt or something. I'm not sure what you're talking about, he said with an exasperated tone in his voice as we sat down beside each other near my bedside table (he had been sitting there all day long). He looked up from our conversation without saying anything more than one word	 he's look! oh no it… she just... you don't yeah like that I know what i see if s~~~ hey (ss hhhhhh shhhshhhh shit-oh crap—shit--fuckpitch fucktitshellsittit Shittaggedditchatshitchesheck tittycheckshipper clickshotclick cuddleshoppers hotcocks
