sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not going to tell you what happened, but it was a horrible experience for me, she told The Daily Beast. I don't know why they would do something like that.	 I'm not going to tell you what happened, but it was a horrible experience for me, she told The Daily Beast. I don't know why they would do something like that.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: chocolate chip cookie doughnuts (he's been making them for more than 20 years now), which are made by rolling out an egg-shaped crust around your finger or thumb until it is soft enough that they can be rolled into small balls about 1/4 inch thick; then flattening each ball onto its own surface before adding any other ingredients like	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: chocolate chip cookie doughnuts (he's been making them for more than 20 years now), which are made by rolling out an egg-shaped crust around your finger or thumb until it is soft enough that they can be rolled into small balls about 1/4 inch thick; then flattening each ball onto its own surface before adding any other ingredients like
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good thing or not. What do you mean by 'good'? she asked with an exasperated look in her eyes as they both looked at each other for what seemed like hours before finally settling back into their seats and sitting down again after another few minutes of watching them play catch-up until it was too late.[1	 I don't know if that's a good thing or not. What do you mean by 'good'? she asked with an exasperated look in her eyes as they both looked at each other for what seemed like hours before finally settling back into their seats and sitting down again after another few minutes of watching them play catch-up until it was too late.[1
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard from anyone else since they were kids.It's not your fault we've had so many bad things happen at our house lately... He looks down into my eyes once more while looking back through them again... You have no idea how much it hurts when people get upset over their own family members getting hurt.What? She asks hesitantly but without any further comment:Well there are two reasons why everyone hates each other: 1) They hate us all together because nobody can really help ourselves anymore; 2)(They want	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard from anyone else since they were kids.It's not your fault we've had so many bad things happen at our house lately... He looks down into my eyes once more while looking back through them again... You have no idea how much it hurts when people get upset over their own family members getting hurt.What? She asks hesitantly but without any further comment:Well there are two reasons why everyone hates each other: 1) They hate us all together because nobody can really help ourselves anymore; 2)(They want
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her daughter as if to say something about how much they love each other and the fact that there are so many people in this world who would rather be with one another than spend time together. 	 I don't know what's going on, she says, looking at her daughter as if to say something about how much they love each other and the fact that there are so many people in this world who would rather be with one another than spend time together. 
She’s been doing the washing up and is now drying a plate.	 I don't know what to say, but it looks like she's got some sort of infection on her face or something. What do you mean by that? he asked with an exasperated look in his eyes as they both looked at each other for another moment before turning their attention back towards him	 I don't know what to say, but it looks like she's got some sort of infection on her face or something. What do you mean by that? he asked with an exasperated look in his eyes as they both looked at each other for another moment before turning their attention back towards him
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with her, but it seems like she'll be back in a couple of weeks or so.	 I'm not sure what to do with her, but it seems like she'll be back in a couple of weeks or so.
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said of his wife's reaction.I'm not sure if we should have done something like this before our kids were born or after they had their first child?	 I don't know what to do about that, he said of his wife's reaction.I'm not sure if we should have done something like this before our kids were born or after they had their first child?
She seems not to have noticed either the water or what her children are doing.	 I don't know if she's been there for a long time, but I've never seen anything like this before, he said in an interview with The Associated Press on Monday night after his wife was found dead of natural causes at their New York home last week. It is very sad.	 I don't know if she's been there for a long time, but I've never seen anything like this before, he said in an interview with The Associated Press on Monday night after his wife was found dead of natural causes at their New York home last week. It is very sad.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a coincidence or not that she was there when we got back from our trip to New York City.	 I don't know if it's a coincidence or not that she was there when we got back from our trip to New York City.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all this trouble. I don't know what it is, I said as we sat down at his table with my hands on each other; but there are so many things that make me feel good about myself for having been born into an environment where people think they're better off than their parents or grandparents were back then! He looked up from our conversation without saying anything more but nodded slowly before he continued:	 It's not like you have to go through all this trouble. I don't know what it is, I said as we sat down at his table with my hands on each other; but there are so many things that make me feel good about myself for having been born into an environment where people think they're better off than their parents or grandparents were back then! He looked up from our conversation without saying anything more but nodded slowly before he continued:
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know what's going on with you, he says in an exasperated tone that makes me feel like I'm being taken advantage of by someone who knows nothing about the world and has no idea where they come from or how much money their parents made for them. You're not my girlfriend! She asks incredulously at this point before looking back up into his eyes	 I don't know what's going on with you, he says in an exasperated tone that makes me feel like I'm being taken advantage of by someone who knows nothing about the world and has no idea where they come from or how much money their parents made for them. You're not my girlfriend! She asks incredulously at this point before looking back up into his eyes
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where they're coming from.I don't know if I've ever seen anything like this before, she told The Daily Beast. It was just so shocking to me that someone would do such an act of violence against their own family members who have nothing but respect for each other as human beings.The only way you can get away with it right now	 He says he has no idea what's going on in the house or where they're coming from.I don't know if I've ever seen anything like this before, she told The Daily Beast. It was just so shocking to me that someone would do such an act of violence against their own family members who have nothing but respect for each other as human beings.The only way you can get away with it right now
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at her hands in the air as if it were some kind of magic spell that had been cast on them by someone who was not their own father or mother.She's just like my dad when I first started dating him	 I don't know what to say, she says, looking down at her hands in the air as if it were some kind of magic spell that had been cast on them by someone who was not their own father or mother.She's just like my dad when I first started dating him
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something fresh and delicious.	 It's a great place to go if you're looking for something fresh and delicious.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to wipe off any excess water from your toilet bowl or sink, and then place it in an airtight container for at least 2-3 days (or longer if needed). It's not necessary	 The first one is a small piece of paper that you can use to wipe off any excess water from your toilet bowl or sink, and then place it in an airtight container for at least 2-3 days (or longer if needed). It's not necessary
