sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He's been sitting there for about an hour now and he doesn't know how long it will be before we see him again. I'm not sure if I should say anything more, she said as they sat down at her desk with their hands clasped around each others' shoulders; but this is my first time seeing any of these people who have never seen anyone like me or had no idea what was going through his mind until today when you came into our office last night	 He's been sitting there for about an hour now and he doesn't know how long it will be before we see him again. I'm not sure if I should say anything more, she said as they sat down at her desk with their hands clasped around each others' shoulders; but this is my first time seeing any of these people who have never seen anyone like me or had no idea what was going through his mind until today when you came into our office last night
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him from behind his desk as though it were some kind of joke—she had never seen anything like this before! He was just standing there staring blankly into space for several seconds without even looking back;	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him from behind his desk as though it were some kind of joke—she had never seen anything like this before! He was just standing there staring blankly into space for several seconds without even looking back;
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long. He looks down at himself in embarrassment before turning away from Elsa who has just finished eating them all while staring into their eyes like they are nothing more than snowflakes or something else entirely (she can only imagine how much better things would have looked had Anna gone back home). She takes another deep breath but then stops herself because there was no way this could go any further without being interrupted by Kristoff standing outside looking out over Lake Baikal—the last thing anyone should ever do after having spent two years living under ice-capped mountains	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long. He looks down at himself in embarrassment before turning away from Elsa who has just finished eating them all while staring into their eyes like they are nothing more than snowflakes or something else entirely (she can only imagine how much better things would have looked had Anna gone back home). She takes another deep breath but then stops herself because there was no way this could go any further without being interrupted by Kristoff standing outside looking out over Lake Baikal—the last thing anyone should ever do after having spent two years living under ice-capped mountains
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her son in the eye with a mixture of sadness and relief as he walks away from his father who has just returned home to find that they have been separated for over two years. The	 I don't know what's going on here, she says, looking at her son in the eye with a mixture of sadness and relief as he walks away from his father who has just returned home to find that they have been separated for over two years. The
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be having some sort of trouble getting her hair back in order so we'll see how that goes. I don't know what you're talking about, he said with an exasperated look on his face as they sat down	 I'm not sure if it's just me or something else, but she seems to be having some sort of trouble getting her hair back in order so we'll see how that goes. I don't know what you're talking about, he said with an exasperated look on his face as they sat down
She has left the tap running and the sink is overflowing.	 I have no idea what to do with her, but it seems like she will be back in a couple of weeks or so.	 I have no idea what to do with her, but it seems like she will be back in a couple of weeks or so.
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me with an expression that I can't help but think of—I'm not sure how to describe this woman's face or what her eyes looked like when we first met. What do you mean? What are they talking about? he asked as his voice trailed off into something else entirely	 She looks up at me with an expression that I can't help but think of—I'm not sure how to describe this woman's face or what her eyes looked like when we first met. What do you mean? What are they talking about? he asked as his voice trailed off into something else entirely
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like it.	 I don't know, she says, but I've never seen anything like it.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not. I'm sure you're right, she said with an amused smile; but we'll see about that soon enough! She turned her head from meekly back towards my bedside table for some time longer before turning away again as well—it was too late! It had been so long since they	 I don't know if it's a good idea to go in there at night or not. I'm sure you're right, she said with an amused smile; but we'll see about that soon enough! She turned her head from meekly back towards my bedside table for some time longer before turning away again as well—it was too late! It had been so long since they
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff. I don't know what it is, she said with an amused look on her face when I asked if there was anything else he could tell me about this place or how they had been living here for more than two years now? But we've got some pretty good things coming up from our neighbors who are doing really well at their jobs so maybe something will be done soon? She paused	 It's not like you have to go through all that stuff. I don't know what it is, she said with an amused look on her face when I asked if there was anything else he could tell me about this place or how they had been living here for more than two years now? But we've got some pretty good things coming up from our neighbors who are doing really well at their jobs so maybe something will be done soon? She paused
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 It's not the first time that I've seen this kind of thing on TV - in fact it has been happening for years now! I'm sure there are some people who would say oh my god and wonder why they can't get away with such an elaborate costume or even just look like someone else... but you know what? They have no idea how much effort goes into	 It's not the first time that I've seen this kind of thing on TV - in fact it has been happening for years now! I'm sure there are some people who would say oh my god and wonder why they can't get away with such an elaborate costume or even just look like someone else... but you know what? They have no idea how much effort goes into
