sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or something else, he says with an air of calm and purposefulness that makes him sound like someone who doesn't really know what they're talking about. What do you mean? I ask as we sit down at our table for dinner—a few days after my first visit back home (and this is where things start getting interesting). He shakes his head no more than half-jokingly—Oh yeah! That was great!	 I'm not sure if it's just me or something else, he says with an air of calm and purposefulness that makes him sound like someone who doesn't really know what they're talking about. What do you mean? I ask as we sit down at our table for dinner—a few days after my first visit back home (and this is where things start getting interesting). He shakes his head no more than half-jokingly—Oh yeah! That was great!
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like you've got some sort of problem with your stomach. I'm sorry, she said in an apologetic tone and looked down at her hands as though they had been ripped from their sockets by someone who'd never seen them before; but we'll see how things go for this one	 I don't know if that's a good idea or not but it looks like you've got some sort of problem with your stomach. I'm sorry, she said in an apologetic tone and looked down at her hands as though they had been ripped from their sockets by someone who'd never seen them before; but we'll see how things go for this one
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm trying too hard at this point in my life.It's not your fault we've been through so many bad times; it was just our luck.You think they'll let us go now? We have no idea how things will turn out after all these years!He looks around nervously but then turns back towards Elsa who has already turned into something more than anything else: What happened last night?Her eyes are still wide open even though their pupils dilate slightly from being shut down by ice-cold water or cold air...Oh! You really did say 'no' when Anna said there were only	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm trying too hard at this point in my life.It's not your fault we've been through so many bad times; it was just our luck.You think they'll let us go now? We have no idea how things will turn out after all these years!He looks around nervously but then turns back towards Elsa who has already turned into something more than anything else: What happened last night?Her eyes are still wide open even though their pupils dilate slightly from being shut down by ice-cold water or cold air...Oh! You really did say 'no' when Anna said there were only
Meanwhile their mother is taking no notice.	 I don't know what's going on, but I'm not sure if she wants to talk about it, he says with a smile and shrugs his shoulders at the thought of her coming back for more than an hour or two.It was just so much fun	 I don't know what's going on, but I'm not sure if she wants to talk about it, he says with a smile and shrugs his shoulders at the thought of her coming back for more than an hour or two.It was just so much fun
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but we're going to have some fun with this one!	 I'm not sure if it's just me or something else, but we're going to have some fun with this one!
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with it, but at this point in my life there's no way of knowing how much longer we'll be together. I don't know if you're right about that, she said as they walked away from her apartment on a quiet street just outside New York City. 	 I'm not sure what to do with it, but at this point in my life there's no way of knowing how much longer we'll be together. I don't know if you're right about that, she said as they walked away from her apartment on a quiet street just outside New York City. 
There is a big puddle on the floor, and she’s standing in it.	 I don't know what's going to happen next. What do you mean by that? he asked with an exasperated look at his wife who was still holding out her hand as if nothing had happened? I'm not sure how much longer we can keep this from happening, Elsa said quietly	 I don't know what's going to happen next. What do you mean by that? he asked with an exasperated look at his wife who was still holding out her hand as if nothing had happened? I'm not sure how much longer we can keep this from happening, Elsa said quietly
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Huffington Post on Wednesday night after a meeting with local officials at which they discussed how much money could be made off of them by selling their homes for $1 million and building new ones that would include more than one-million square feet (about 1/2 acre). 	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Huffington Post on Wednesday night after a meeting with local officials at which they discussed how much money could be made off of them by selling their homes for $1 million and building new ones that would include more than one-million square feet (about 1/2 acre). 
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not.	 I don't know if it's a good idea to go in there at night or not.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to get any more than that. I don't know what I'm talking about, she said with an exasperated look on her face when asked if there was anything else they could do at this point? What are we doing here?	 It's not like you're going to get any more than that. I don't know what I'm talking about, she said with an exasperated look on her face when asked if there was anything else they could do at this point? What are we doing here?
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know what's going on in the world. She looks up at me with an expression that I can only imagine how it would have looked if we had been together for just over two months or so before this incident happened, he told The New York Times last year. He said his wife and children were not aware of any such incidents until they learned about them from local news reports	 I don't know what's going on in the world. She looks up at me with an expression that I can only imagine how it would have looked if we had been together for just over two months or so before this incident happened, he told The New York Times last year. He said his wife and children were not aware of any such incidents until they learned about them from local news reports
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 I'm not sure what's going to happen, he said in an interview with The Associated Press on Monday night after the incident was first reported by local news station WFAA-TV (Channel 4).	 I'm not sure what's going to happen, he said in an interview with The Associated Press on Monday night after the incident was first reported by local news station WFAA-TV (Channel 4).
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking at me with an expression that's not quite the same as it was when I first met her last year in New York City.She looks like someone who has been through some tough times because of how hard things have gotten for	 I don't know what to say, she says, looking at me with an expression that's not quite the same as it was when I first met her last year in New York City.She looks like someone who has been through some tough times because of how hard things have gotten for
There are lots of cupboards all around the kitchen.	 I'm not sure if it's a good idea to have them in your home, but you can't really do that unless there is an emergency.	 I'm not sure if it's a good idea to have them in your home, but you can't really do that unless there is an emergency.
There are two cups on the draining board.	 The first one is for a cup of coffee, but I'm not sure if that's what you're going to do with it or how much more expensive this will be in your home). You'll also need some paper towels (you can buy them from Amazon	 The first one is for a cup of coffee, but I'm not sure if that's what you're going to do with it or how much more expensive this will be in your home). You'll also need some paper towels (you can buy them from Amazon
