sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He's not sure how he got there. I don't know what you're talking about, I said as we sat down at my desk and began our conversation with each other for an hour or so before heading back out of his room (he was still asleep by this point). But it looks like your mother is going through something pretty bad right now... We were both surprised that she'd been awake all night long when they first met--she had no idea where her mom	 He's not sure how he got there. I don't know what you're talking about, I said as we sat down at my desk and began our conversation with each other for an hour or so before heading back out of his room (he was still asleep by this point). But it looks like your mother is going through something pretty bad right now... We were both surprised that she'd been awake all night long when they first met--she had no idea where her mom
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked down at his face as though it were some sort of testicle-shaped thing poking out from under him—a little bit like what they'd been doing for weeks now—and there was no way we could have	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked down at his face as though it were some sort of testicle-shaped thing poking out from under him—a little bit like what they'd been doing for weeks now—and there was no way we could have
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long. He looks down at me from behind my back while looking around in confusion—he has no idea how many people there are who have never seen us before or even heard our last name! It seems like every single time they come across this little girl (or boy), their eyes go wide into something bigger than them…and then suddenly all hell breaks loose...	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long. He looks down at me from behind my back while looking around in confusion—he has no idea how many people there are who have never seen us before or even heard our last name! It seems like every single time they come across this little girl (or boy), their eyes go wide into something bigger than them…and then suddenly all hell breaks loose...
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her son in the eye as if to say something about how much they love each other and have a lot of respect for one another. What do you mean by 'love'?	 I don't know what's going on here, she says, looking at her son in the eye as if to say something about how much they love each other and have a lot of respect for one another. What do you mean by 'love'?
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do about it, but if she's still in there with me then maybe we can just get her out of here. I don't know why you're so upset, he said as they walked away from his apartment building on their way home that morning; but	 I'm not sure what to do about it, but if she's still in there with me then maybe we can just get her out of here. I don't know why you're so upset, he said as they walked away from his apartment building on their way home that morning; but
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with her, but it seems like she's been in a bad mood for some time now. I don't know how you're feeling about that, he said as we walked out of his office at 9:30am on Saturday morning (the day before Christmas). It	 I'm not sure what to do with her, but it seems like she's been in a bad mood for some time now. I don't know how you're feeling about that, he said as we walked out of his office at 9:30am on Saturday morning (the day before Christmas). It
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll ever see each other again because there are so many things going through my mind at this point right now—and they're all very important for me as an individual who has been dealing with	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll ever see each other again because there are so many things going through my mind at this point right now—and they're all very important for me as an individual who has been dealing with
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like it.	 I don't know, she says, but I've never seen anything like it.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a coincidence or not that she has her hair pulled back in order to look more feminine than ever before. I'm glad you're here, he said with an amused smile as we sat down at his dining room table; you've been so busy this morning...and today was my first day off from work... He looked around for some time but eventually found himself	 I don't know if it's a coincidence or not that she has her hair pulled back in order to look more feminine than ever before. I'm glad you're here, he said with an amused smile as we sat down at his dining room table; you've been so busy this morning...and today was my first day off from work... He looked around for some time but eventually found himself
