sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, but it seems like a good idea.	 I'm not sure what to do with them, but it seems like a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our other kids who's been playing for about an hour or two now. You know what I mean? You can't do this without my help! The kid is laughing hysterically but there are no words that describe it better than 'cause they've never seen anything like me before! It was really funny when she told us how much her dad loved	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our other kids who's been playing for about an hour or two now. You know what I mean? You can't do this without my help! The kid is laughing hysterically but there are no words that describe it better than 'cause they've never seen anything like me before! It was really funny when she told us how much her dad loved
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him falling down and getting hit by someone who was standing in his way.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him falling down and getting hit by someone who was standing in his way.
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 She has been sent to the hospital where she will be treated for her injuries, but it's not clear if they are still alive or dead at this point. I don't know what you're talking about, he said with a smile on his face as	 She has been sent to the hospital where she will be treated for her injuries, but it's not clear if they are still alive or dead at this point. I don't know what you're talking about, he said with a smile on his face as
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do with this, but it looks like she's getting some kind of help from her mother or someone else who might be helping out at least once per week (I don't know how many people have ever done that before). And then there are all these other things about	 I'm not sure what to do with this, but it looks like she's getting some kind of help from her mother or someone else who might be helping out at least once per week (I don't know how many people have ever done that before). And then there are all these other things about
She has left the tap running and the sink is overflowing.	 I have no idea what to do with her, but it's not like she can't get out of my way or anything.	 I have no idea what to do with her, but it's not like she can't get out of my way or anything.
There is a big puddle on the floor, and she’s standing in it.	 I don't know what's going to happen next. What do you mean by that? he asked with an exasperated look at his wife who was still holding up her hands as if they were tears streaming down their faces like raindrops out of some stormy night-glo snowstorm?	 I don't know what's going to happen next. What do you mean by that? he asked with an exasperated look at his wife who was still holding up her hands as if they were tears streaming down their faces like raindrops out of some stormy night-glo snowstorm?
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a laugh as they walk down an alleyway on their way home from school last week and then back out of town one day after being told by police that there was no crime at all.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a laugh as they walk down an alleyway on their way home from school last week and then back out of town one day after being told by police that there was no crime at all.
She might be looking out of the window, which is open and looks out on the garden.	 I'm not sure if it's a good idea to go in there at all because you can't really see anything but trees or grass around here.	 I'm not sure if it's a good idea to go in there at all because you can't really see anything but trees or grass around here.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all these steps every day because there are so many different things that could be done with it.	 It's not like you have to go through all these steps every day because there are so many different things that could be done with it.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like there are no longer any strands left in them at all! The only thing I can tell you about this outfit that makes me feel so much better than anything else on my list: It's made from 100% polyester (I'm not even sure how many different colors they use	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like there are no longer any strands left in them at all! The only thing I can tell you about this outfit that makes me feel so much better than anything else on my list: It's made from 100% polyester (I'm not even sure how many different colors they use
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says that he has no idea what's going on in the house at this point but it looks like they're trying to get him out of his car or something. I don't know if I'll ever see my dad again, she replies with an exasperated look before saying You've been here all your life!	 He says that he has no idea what's going on in the house at this point but it looks like they're trying to get him out of his car or something. I don't know if I'll ever see my dad again, she replies with an exasperated look before saying You've been here all your life!
Her daughter is wearing a short skirt and T-shirt.	 She says she's not sure what to make of it, but that her mother was very upset about the dress code at school when they were in grade seven or eight. She also told The Daily Caller News Foundation:	 She says she's not sure what to make of it, but that her mother was very upset about the dress code at school when they were in grade seven or eight. She also told The Daily Caller News Foundation:
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to hold it in place with your fingers, but I don't know how many people have done this and they're not very good at doing so (I'm sure there's some who do).	 The first one is a small piece of paper that you can use to hold it in place with your fingers, but I don't know how many people have done this and they're not very good at doing so (I'm sure there's some who do).
