sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what they're doing there, but it seems like a good place for them to be.	 I'm not sure what they're doing there, but it seems like a good place for them to be.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: I don't know what you're talking about. I'm not sure if he's saying that because it sounds like something out of an old-timey movie or maybe just plain stupid but this is my first time ever seeing him do anything with his hands (or feet) when we were kids! What are they doing here? The girl asks as she sits down beside her friend who was standing by our bedside table watching us play video	 He looks at me and says: I don't know what you're talking about. I'm not sure if he's saying that because it sounds like something out of an old-timey movie or maybe just plain stupid but this is my first time ever seeing him do anything with his hands (or feet) when we were kids! What are they doing here? The girl asks as she sits down beside her friend who was standing by our bedside table watching us play video
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good ideas'? she asked with an amused look in her eyes as they both looked at each other for some time before turning their heads and looking back up into his face like it was nothing more than just another normal conversation between two people who had never even heard of one	 I don't know if that's a good idea or not. What do you mean by 'good ideas'? she asked with an amused look in her eyes as they both looked at each other for some time before turning their heads and looking back up into his face like it was nothing more than just another normal conversation between two people who had never even heard of one
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an annoyed look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an annoyed look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what's going to happen, she says, but I'm sure it'll be a lot of fun.	 I don't know what's going to happen, she says, but I'm sure it'll be a lot of fun.
She’s been doing the washing up and is now drying a plate.	 I'm not sure how long it will take to get this done, but if you can't wait until next week then go ahead!	 I'm not sure how long it will take to get this done, but if you can't wait until next week then go ahead!
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but she'll be back in a few hours or so. I don't know what you're talking about, he said with an exasperated look on his face as they walked away from their apartment complex at around 8:30 p	 I'm not sure how long it will take for her to get out of there, but she'll be back in a few hours or so. I don't know what you're talking about, he said with an exasperated look on his face as they walked away from their apartment complex at around 8:30 p
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say ‪I'm sorry for what I've been through. You don't know how much pain you're feeling right now, Elsa says with an exasperated look that makes Anna blush even more than before—she's not saying anything about her own feelings	 She looks up at me as if to say ‪I'm sorry for what I've been through. You don't know how much pain you're feeling right now, Elsa says with an exasperated look that makes Anna blush even more than before—she's not saying anything about her own feelings
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm too busy with my kids, but we've been here for a long time, she told The Huffington Post in an interview that aired Sunday on The Late Show With Stephen Colbert.	 I don't know if it's because I'm too busy with my kids, but we've been here for a long time, she told The Huffington Post in an interview that aired Sunday on The Late Show With Stephen Colbert.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not because you can get into trouble with people who are going about their business when they're asleep.	 I don't know if it's a good idea to go in there at night or not because you can get into trouble with people who are going about their business when they're asleep.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It is very easy to find out what you are looking for on your way home from work or school.	 It is very easy to find out what you are looking for on your way home from work or school.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 She has long black hair and brown eyes that look like they have been cut off from the rest of their body for some time now (she's not sure if this was intentional or just an accident). I don't know how much longer it will last but at least we'll see what happens next!	 She has long black hair and brown eyes that look like they have been cut off from the rest of their body for some time now (she's not sure if this was intentional or just an accident). I don't know how much longer it will last but at least we'll see what happens next!
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he's not sure how long it will take for him to get back on his feet after being hit in the head by another car.I don't know if I'll be okay, she tells me as we walk away from her home at about 10:30am local time (7pm GMT). It was just an accident that took my family so much longer than what they were going through right now because of	 He says he's not sure how long it will take for him to get back on his feet after being hit in the head by another car.I don't know if I'll be okay, she tells me as we walk away from her home at about 10:30am local time (7pm GMT). It was just an accident that took my family so much longer than what they were going through right now because of
Her daughter is wearing a short skirt and T-shirt.	 I don't know what she's going to do with it, but I'm sure we'll find out soon enough, he said of the dress code changes that will come into effect next year for women who are pregnant or breastfeeding their children in public places such as schools.We're not	 I don't know what she's going to do with it, but I'm sure we'll find out soon enough, he said of the dress code changes that will come into effect next year for women who are pregnant or breastfeeding their children in public places such as schools.We're not
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first cup is a small piece of plastic that you can use to hold your water bottle in place, but it's not very big and doesn't have much room for any other stuff like food or anything else (I've never had this problem before). 	 The first cup is a small piece of plastic that you can use to hold your water bottle in place, but it's not very big and doesn't have much room for any other stuff like food or anything else (I've never had this problem before). 
