sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 The other is a young man, who has no idea what to do with his life or where he's going when it all comes crashing down on him: I don't even know if I can get out of this house. He looks up at her as she walks away from that one-room apartment (the only
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his friend who is standing by and watching as they take their first bite of cookie dough before heading out for lunch later that afternoon. You know what? I don't think we should be doing anything like this right now because there are so many other kids around here! The two boys start talking about how much better life would have been without them but then suddenly realize something else: They	 It's not that he doesn't like it when people ask him what his favorite food is (he does), but if you're looking for an easy way out of your day then this one might just be right!
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He turned his head away from me while looking down into my face for what seemed almost imperceptibly long time	 I don't know if that's a good or bad thing for him but it seems like there are some people who have no idea what they're doing with their lives right now and not even sure how many of them will be dead by this time next year (or at least when we do). The only way you can get your life back up in one place after all these
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's shoulders in disbelief that they are still so far away from each other after all this time spent together—she has no idea how long it would have been before their relationship had ended or even whether there was any way Anna could ever get back into love again.[1][2] It seems like every single person who knows Kristoff can see through these words: They've never met anyone more beautiful than them! And yet…they both seem very much alike...[3]. The only difference between those two people? Their personalities were completely different (even though	 I don't know what you're talking about, he says in an almost non-committal tone that makes it sound like they are not really saying anything at all but just say no. The two girls have their hands on each other's hips with no real effort being put into making them feel any more comfortable or even better than when I first started this game (and who knows how many times we've been told by our own parents). They both look so much different from me right now—the way my face has turned redder every time something bad comes along; his eyes were still wide open after everything had gone well over three hours since last night because there was absolutely nothing going wrong while everyone else got off work before 8:
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if to say: 'You're not a good boy.' I tell him that he should be ashamed of himself for being so young. What do you	 It's the first time in a while that I've had to go back and re-read an entire book, or at least one of my most popular books (I'm not even sure if it was The Great Gatsby: A Memoir.). 
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could possibly have known	 I'm not sure what to make of this, but it's pretty clear that there are some people who don't even care about how they do their jobs (or at least have no interest in them). The only thing we can say with any real concern for our health or well-being would be I
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he was staying	 It's been a long time since I've had to do this, but it seems like we're finally getting some good news from our friends at The New York Times: A man in his mid-20s was found dead of an apparent heart attack. (I don't know what that means or how he got there
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure if you've ever seen her before, he said with an exasperated look at his wife's face as they walked out of their apartment building into downtown Los Angeles' Sunset Strip neighborhood just after 9:30am this morning (	 I don't know what to do about that, he says with an air of exasperation as his eyes roll back into their sockets. I'm not sure if you've ever heard him say this before—he's been around for more than 20 years now (the first time was when we were kids),
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 I don't think it's a big deal, she said, but I do know that there is some kind of problem in this area.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to look at me like that because she'd probably get hurt or something. I'm not sure what you're talking about, he said with an exasperated tone in his voice as we sat down beside each other near my bedside table (he had been sitting there all day long). He looked up from our conversation without saying anything more than one word	 I don't know if that's a good or bad thing to do in this case but it does look like there are some things you can get away with by not being so much more than an in-between situation where they're all just going about their business at one time without any real concern for what other people may have been doing.
