sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what they're doing there, but it seems like a good place for them to be.	 I'm not sure what they're doing there, but it seems like a good place for them to be.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: chocolate chip cookie doughnuts! Oh my gosh! I say excitedly before turning back around for another bite that will make me feel better about this whole thing...	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our favorite treats: chocolate chip cookie doughnuts! Oh my gosh! I say excitedly before turning back around for another bite that will make me feel better about this whole thing...
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good'? she asked with an exasperated look in her eyes as they looked at each other for some time before finally letting go of their hands and looking back up into his eye-viewing glasses which had just come out from under him now completely exposed (he was	 I don't know if that's a good idea or not. What do you mean by 'good'? she asked with an exasperated look in her eyes as they looked at each other for some time before finally letting go of their hands and looking back up into his eye-viewing glasses which had just come out from under him now completely exposed (he was
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice cracking with emotion as the two of them sit down at a table next to each other in an old-fashioned diner that looks like it might have been built by someone who had worked there for	 I don't know what's going on here, she says, her voice cracking with emotion as the two of them sit down at a table next to each other in an old-fashioned diner that looks like it might have been built by someone who had worked there for
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something, but we're going to have some fun with this next week!	 I'm not sure if it's just me or something, but we're going to have some fun with this next week!
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but if she does then we'll have a good look at what's going on here. What do you mean by that? he asked with an exasperated tone in his voice as they walked away from each other before turning back	 I'm not sure how long it will take for her to get out of there, but if she does then we'll have a good look at what's going on here. What do you mean by that? he asked with an exasperated tone in his voice as they walked away from each other before turning back
There is a big puddle on the floor, and she’s standing in it.	 I don't know what's going through her mind. What do you mean by that? he asked with an exasperated look across his face as if to say: I'm not sure how much longer we can keep this from getting out of our hands!	 I don't know what's going through her mind. What do you mean by that? he asked with an exasperated look across his face as if to say: I'm not sure how much longer we can keep this from getting out of our hands!
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a smile that makes you think of all those kids who were raised by their mothers and grandmothers.My mother was very good at telling us when we'd get home from school how much fun they had going on around them... She would always say 'you're so cute	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a smile that makes you think of all those kids who were raised by their mothers and grandmothers.My mother was very good at telling us when we'd get home from school how much fun they had going on around them... She would always say 'you're so cute
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there when you're doing something like that, she says with an amused smile as we walk by her house next door.I'm not sure how many people have been here for so long but they've never seen me or heard anything about my life other than this one guy who has just come back from his first year at Harvard where he was really into	 I don't know if it's a good idea to go in there when you're doing something like that, she says with an amused smile as we walk by her house next door.I'm not sure how many people have been here for so long but they've never seen me or heard anything about my life other than this one guy who has just come back from his first year at Harvard where he was really into
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to find anything out there that will make your life easier.	 It's not like you're going to find anything out there that will make your life easier.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like there are no longer any strands left in them at all! I'm not sure how long this will take but we'll see…	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like there are no longer any strands left in them at all! I'm not sure how long this will take but we'll see…
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he's not sure how long it will take for him to get back on his feet after being hit by the car.I'm just going through this like I've never been in my life before, she told The Daily Mail Online. It doesn't matter if you're black or white; we all have our own unique ways of looking at things that make us different from each other.My dad has always said	 He says he's not sure how long it will take for him to get back on his feet after being hit by the car.I'm just going through this like I've never been in my life before, she told The Daily Mail Online. It doesn't matter if you're black or white; we all have our own unique ways of looking at things that make us different from each other.My dad has always said
Her daughter is wearing a short skirt and T-shirt.	 She looks like she's trying to hide her face from the camera, but I don't know what that means or how it could possibly be used as an excuse for not having sex with this girl in front of me. What do you mean by 'no sexual contact'?	 She looks like she's trying to hide her face from the camera, but I don't know what that means or how it could possibly be used as an excuse for not having sex with this girl in front of me. What do you mean by 'no sexual contact'?
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new and unique, or just have some fun with your friends.	 It's a great place to go if you're looking for something new and unique, or just have some fun with your friends.
There are two cups on the draining board.	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not very big and doesn't have much room for any other stuff like food or anything else (I've never had this problem before). 	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not very big and doesn't have much room for any other stuff like food or anything else (I've never had this problem before). 
