sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what they're doing there, but it seems like a good place for them to be.	 I'm not sure what they're doing there, but it seems like a good place for them to be.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I don't know what you're talking about.' I tell him that it's not his fault because he was too young for this kind of thing.	 He looks at me and says: 'I don't know what you're talking about.' I tell him that it's not his fault because he was too young for this kind of thing.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good ideas'? she asked with an exasperated look in her eyes as they both looked at each other for some time before finally letting go of their hands and looking back up into his own face like it was nothing more than what had just been said out loud from him	 I don't know if that's a good idea or not. What do you mean by 'good ideas'? she asked with an exasperated look in her eyes as they both looked at each other for some time before finally letting go of their hands and looking back up into his own face like it was nothing more than what had just been said out loud from him
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice cracking with emotion as the two of them sit in silence for a few moments before they begin to talk about something else that has come up recently and which will be discussed at length later this week	 I don't know what's going on here, she says, her voice cracking with emotion as the two of them sit in silence for a few moments before they begin to talk about something else that has come up recently and which will be discussed at length later this week
She’s been doing the washing up and is now drying a plate.	 I'm not sure how long it will take to get this done, but if you can't wait until next week then we'll see what happens.	 I'm not sure how long it will take to get this done, but if you can't wait until next week then we'll see what happens.
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from each other's apartment building behind them	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from each other's apartment building behind them
There is a big puddle on the floor, and she’s standing in it.	 I don't know what's wrong with her, he said of his wife.I'm not going to tell you anything about this or any other woman who has ever been raped by someone else because that would make me feel bad for having done so many things against my own willy-nilly right here at	 I don't know what's wrong with her, he said of his wife.I'm not going to tell you anything about this or any other woman who has ever been raped by someone else because that would make me feel bad for having done so many things against my own willy-nilly right here at
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I've never seen anything like this before, she says, but there is a lot going on here.	 I don't know if it's because I've never seen anything like this before, she says, but there is a lot going on here.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know what's going to happen next but it seems like a good time for us.	 I don't know what's going to happen next but it seems like a good time for us.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff.	 It's not like you have to go through all that stuff.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like there are no longer any strands left in them at all! I'm not sure how long this will take but if you can't wait until next week then please let me know so that we may have some fun with our little girl :)	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like there are no longer any strands left in them at all! I'm not sure how long this will take but if you can't wait until next week then please let me know so that we may have some fun with our little girl :)
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or how to get out of there.I don't know why they're doing this, she tells The Daily Caller News Foundation They've been living here for 20 years so I'm not even sure if it was just some random guy who came up with something that would make them feel better about their situation but then when you look at all these other things happening	 He says he has no idea what's going on in the house or how to get out of there.I don't know why they're doing this, she tells The Daily Caller News Foundation They've been living here for 20 years so I'm not even sure if it was just some random guy who came up with something that would make them feel better about their situation but then when you look at all these other things happening
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking at me with an expression that makes you think of her as if it were the last thing I would ever do in my life. It's not like we're talking about anything other than our own children or grandchildren	 I don't know what to say, she says, looking at me with an expression that makes you think of her as if it were the last thing I would ever do in my life. It's not like we're talking about anything other than our own children or grandchildren
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one is a little bit larger than my other cup, so I'm not sure how long it will take me to get them all out of there.) I've been using this for about 6 months now and have never had any problems with anything	 The first one is a little bit larger than my other cup, so I'm not sure how long it will take me to get them all out of there.) I've been using this for about 6 months now and have never had any problems with anything
