sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, but it's a good thing they're safe.	 I'm not sure what to do with them, but it's a good thing they're safe.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad I did it, he says with an air of pride and joy that makes him feel good about himself.	 I'm so glad I did it, he says with an air of pride and joy that makes him feel good about himself.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him getting up from his chair and running around in circles while you're doing your homework. I'm sorry, she said as her eyes widened at what was happening between their lips; they were both staring into each others' faces for an entire minute before	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him getting up from his chair and running around in circles while you're doing your homework. I'm sorry, she said as her eyes widened at what was happening between their lips; they were both staring into each others' faces for an entire minute before
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I'm going anywhere.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I'm going anywhere.
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says of her daughter, who was born with a congenital heart defect and has been unable to walk for more than six months after being placed in the intensive care unit (ICU) at Cedars-Sina	 I don't know what's going on, she says of her daughter, who was born with a congenital heart defect and has been unable to walk for more than six months after being placed in the intensive care unit (ICU) at Cedars-Sina
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do with it, but if you're looking for something that can be done in less than an hour or two of your time (or even hours), then this should work out pretty much as well!	 I'm not sure what to do with it, but if you're looking for something that can be done in less than an hour or two of your time (or even hours), then this should work out pretty much as well!
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but she's already been through so many things that have made me feel like a failure in my own life.	 I'm not sure how long it will take for her to get out of there, but she's already been through so many things that have made me feel like a failure in my own life.
There is a big puddle on the floor, and she’s standing in it.	 She doesn't know what to do with herself because of her fear that something bad might happen. I'm not sure if you're right or wrong about this, I said as we walked away from our meeting at my apartment building's front door—it was just after 9:30am when they	 She doesn't know what to do with herself because of her fear that something bad might happen. I'm not sure if you're right or wrong about this, I said as we walked away from our meeting at my apartment building's front door—it was just after 9:30am when they
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm too busy with my kids, but we've been in a lot of trouble, she told The Daily Caller News Foundation by phone this week after being arrested for trespassing and disorderly conduct at an apartment complex on Long Island near New York City that has become known as the most dangerous place you'll ever go. She was released from jail last month	 I don't know if it's because I'm too busy with my kids, but we've been in a lot of trouble, she told The Daily Caller News Foundation by phone this week after being arrested for trespassing and disorderly conduct at an apartment complex on Long Island near New York City that has become known as the most dangerous place you'll ever go. She was released from jail last month
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not because you're afraid that someone will come up with an excuse for what they've been doing all day.	 I don't know if it's a good idea to go in there at night or not because you're afraid that someone will come up with an excuse for what they've been doing all day.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to be there every day.	 It's not like you're going to be there every day.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 It's not the first time I've seen this kind of thing in my own home – it was on display last year at an event for children and young people who were looking through their schoolbooks when they saw something that looked like what you'd expect from someone with long black hair or blue eyes (the same one we're seeing here). But there have been other instances where these things are actually	 It's not the first time I've seen this kind of thing in my own home – it was on display last year at an event for children and young people who were looking through their schoolbooks when they saw something that looked like what you'd expect from someone with long black hair or blue eyes (the same one we're seeing here). But there have been other instances where these things are actually
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where his daughter was when she went to school.I don't know if I should have been there, said Kaitlyn after hearing that her father had gone into hiding for three days before being found dead at home with two other children who were still missing from their parents' care last week. My heart breaks every time my dad goes out of town	 He says he has no idea what's going on in the house or where his daughter was when she went to school.I don't know if I should have been there, said Kaitlyn after hearing that her father had gone into hiding for three days before being found dead at home with two other children who were still missing from their parents' care last week. My heart breaks every time my dad goes out of town
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says of the incident, which took place last week at her home in New York City's Lower East Side neighborhood where they were staying with their two young children who had just graduated from high school (they are now adults). She has no idea	 I don't know what to say, she says of the incident, which took place last week at her home in New York City's Lower East Side neighborhood where they were staying with their two young children who had just graduated from high school (they are now adults). She has no idea
There are lots of cupboards all around the kitchen.	 I'm not sure if it's a good idea to use them, but they're great for keeping things neat and tidy when you don't have much space in your living room.	 I'm not sure if it's a good idea to use them, but they're great for keeping things neat and tidy when you don't have much space in your living room.
There are two cups on the draining board.	 The other cup is a small piece of wood that you can use to hold your water bottle in place, but it's not very big and doesn't have much room for anything more than about 1/2 an inch (5cm). You'll need at least	 The other cup is a small piece of wood that you can use to hold your water bottle in place, but it's not very big and doesn't have much room for anything more than about 1/2 an inch (5cm). You'll need at least
