sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if they'll be okay.	 I'm not sure what to do with them, she said, adding: I don't know if they'll be okay.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says with an air of pride and joy that makes me feel like I've never seen him before. It's not my first time seeing your face! she exclaims as we sit down at our table for dinner; her eyes darting over his shoulder while they stare into each others' faces all night long without ever looking back or thinking about what it would have been if there was just one more person who could see them through their	 I'm so glad you're here, he says with an air of pride and joy that makes me feel like I've never seen him before. It's not my first time seeing your face! she exclaims as we sit down at our table for dinner; her eyes darting over his shoulder while they stare into each others' faces all night long without ever looking back or thinking about what it would have been if there was just one more person who could see them through their
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him falling down and getting hit by someone who was standing in his way.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him falling down and getting hit by someone who was standing in his way.
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault. He looks back down at Elsa who has been sitting in silence since they were two years old when Anna came home from school this morning (she had just gotten off work that afternoon). She seems so happy now but there are still tears all over their faces after hearing how much better things would have turned out without them being around each other or even knowing where we'd go next! They've never really talked before because everyone else was too busy doing something stupid like getting into bed every day while Kristoff went through another bad breakup last night? It makes me wonder why anyone could possibly care	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault. He looks back down at Elsa who has been sitting in silence since they were two years old when Anna came home from school this morning (she had just gotten off work that afternoon). She seems so happy now but there are still tears all over their faces after hearing how much better things would have turned out without them being around each other or even knowing where we'd go next! They've never really talked before because everyone else was too busy doing something stupid like getting into bed every day while Kristoff went through another bad breakup last night? It makes me wonder why anyone could possibly care
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her son in the eye as if to say something about how much they love each other and have a great time together. What do you mean by that? I'm not sure	 I don't know what's going on here, she says, looking at her son in the eye as if to say something about how much they love each other and have a great time together. What do you mean by that? I'm not sure
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do with that, but it looks like she's got some sort of problem in her mouth or something. I don't think so, he said as they walked away from his office at about 8:30 p.m., but we'll see how things turn out	 I'm not sure what to do with that, but it looks like she's got some sort of problem in her mouth or something. I don't think so, he said as they walked away from his office at about 8:30 p.m., but we'll see how things turn out
She has left the tap running and the sink is overflowing.	 I'm not sure what to make of this, but it looks like she's been drinking too much water for a few days now. I don't know how you're feeling about that, he says with an exasperated look on his face as they walk away from their apartment complex in downtown Los Angeles. 	 I'm not sure what to make of this, but it looks like she's been drinking too much water for a few days now. I don't know how you're feeling about that, he says with an exasperated look on his face as they walk away from their apartment complex in downtown Los Angeles. 
There is a big puddle on the floor, and she’s standing in it.	 I'm not sure what to do about that, he said of his wife's reaction.I don't know if we'll ever see each other again because there are so many things going through my mind right now...but at least they're still together!	 I'm not sure what to do about that, he said of his wife's reaction.I don't know if we'll ever see each other again because there are so many things going through my mind right now...but at least they're still together!
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I think it's a good thing.	 I don't know, she says, but I think it's a good thing.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if she's going to see me or not. What do you mean by that? he asked with a smirk in his voice as they walked away from her apartment at about 8:30 p.m., I'm just gonna go get some ice cream for my family tonight!	 I don't know if she's going to see me or not. What do you mean by that? he asked with a smirk in his voice as they walked away from her apartment at about 8:30 p.m., I'm just gonna go get some ice cream for my family tonight!
