sentence	control	dementia
There are two children and their mother in the kitchen.	 One is a little girl, who was born with Down syndrome, he said.I'm not sure what she's going to do now because I don't know how long it will be before we can get her out of there or if they'll even let us have an abortion at all.We've been talking about this	 One is a little girl, who was born with Down syndrome, he said.I'm not sure what she's going to do now because I don't know how long it will be before we can get her out of there or if they'll even let us have an abortion at all.We've been talking about this
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and eat our first slice of chocolate chip cookie doughnuts before heading out for dinner with friends or family who have been there all day.	 I'm so glad you're here, he says as we sit down at his kitchen table and eat our first slice of chocolate chip cookie doughnuts before heading out for dinner with friends or family who have been there all day.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him getting up from his chair and running around in circles.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with him getting up from his chair and running around in circles.
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard it from anyone other than my own mother (she's not here). You've got no idea how many people have come into our house since we last saw eachother. He looks down at us all over again because there are only two more minutes left until lunchtime—and then they'll go back out onto their way home without any further ado…	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who has never been in this room before or even heard it from anyone other than my own mother (she's not here). You've got no idea how many people have come into our house since we last saw eachother. He looks down at us all over again because there are only two more minutes left until lunchtime—and then they'll go back out onto their way home without any further ado…
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, as if to say that her daughter has been taken advantage of in some way or another by a man who knows nothing about women and can be easily manipulated into doing anything he pleases for his own personal gain	 I don't know what's going on, she says, as if to say that her daughter has been taken advantage of in some way or another by a man who knows nothing about women and can be easily manipulated into doing anything he pleases for his own personal gain
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do about it, but if you're going out of your way for something like this then don't be surprised when she comes back with her own plates! She's got some pretty good teeth too so maybe we'll see how that goes next time. I know,	 I'm not sure what to do about it, but if you're going out of your way for something like this then don't be surprised when she comes back with her own plates! She's got some pretty good teeth too so maybe we'll see how that goes next time. I know,
She has left the tap running and the sink is overflowing.	 I'm not sure what to do about it, but at least we can get some water out of this place!	 I'm not sure what to do about it, but at least we can get some water out of this place!
There is a big puddle on the floor, and she’s standing in it.	 She looks at me like I'm going to kill her. I don't know what you're talking about, he says with an exasperated tone of voice that makes him feel guilty for not being more careful than usual when discussing his own feelings toward women who have been raped or sexually assaulted by men they've	 She looks at me like I'm going to kill her. I don't know what you're talking about, he says with an exasperated tone of voice that makes him feel guilty for not being more careful than usual when discussing his own feelings toward women who have been raped or sexually assaulted by men they've
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Associated Press on Monday night after being interviewed by ABC News' Good Morning America.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Associated Press on Monday night after being interviewed by ABC News' Good Morning America.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there alone or with someone who knows what they're doing.	 I don't know if it's a good idea to go in there alone or with someone who knows what they're doing.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. You just walk along it.	 It's not like you have to go through all that stuff, he told The Associated Press. You just walk along it.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I'm so glad you're here. She looks up at me with an expression that I can't help but think of the time when we had dinner together in New York City and it was almost like our lives were forever changed by each other's love for one another (and my own). We've been friends since high school—we have two kids now who are very different from their parents	 I'm so glad you're here. She looks up at me with an expression that I can't help but think of the time when we had dinner together in New York City and it was almost like our lives were forever changed by each other's love for one another (and my own). We've been friends since high school—we have two kids now who are very different from their parents
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in his head at the moment.I don't know how to explain it but I'm not sure if there was anything wrong with him, she told The Daily Telegraph. He just looked like someone who had some sort of mental health problem or something that would make people think twice about taking medication for bipolar disorder when they're actually doing their job as human beings - even though	 He says he has no idea what's going on in his head at the moment.I don't know how to explain it but I'm not sure if there was anything wrong with him, she told The Daily Telegraph. He just looked like someone who had some sort of mental health problem or something that would make people think twice about taking medication for bipolar disorder when they're actually doing their job as human beings - even though
Her daughter is wearing a short skirt and T-shirt.	 I'm not sure if she's going to wear it, but I don't think so, he told the Daily Mail in an interview last year after his son was arrested for driving while intoxicated on suspicion of causing grievous bodily harm (DWI). The teenager has since been released from	 I'm not sure if she's going to wear it, but I don't think so, he told the Daily Mail in an interview last year after his son was arrested for driving while intoxicated on suspicion of causing grievous bodily harm (DWI). The teenager has since been released from
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new and different, or just have some fun with your friends.	 It's a great place to go if you're looking for something new and different, or just have some fun with your friends.
There are two cups on the draining board.	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not really necessary for this project because I don't have any other tools available.) The second cup comes from my kitchen sink (I used	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not really necessary for this project because I don't have any other tools available.) The second cup comes from my kitchen sink (I used
