sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or something else, he says with an air of confidence that makes him feel good about himself and his own self-worth.He doesn't know how many times I've been told by people who have never seen my face before they're like 'oh you look so much better now.' And then there was this one time when we were doing our homework at school—we'd go out for lunch every day after 9 o'clock all night long	 I'm not sure if it's just me or something else, he says with an air of confidence that makes him feel good about himself and his own self-worth.He doesn't know how many times I've been told by people who have never seen my face before they're like 'oh you look so much better now.' And then there was this one time when we were doing our homework at school—we'd go out for lunch every day after 9 o'clock all night long
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked back up at him as though it were some kind of joke—she had never seen anything like this before—but we'll see what happens next time! He turned his head away from me while looking down into my	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked back up at him as though it were some kind of joke—she had never seen anything like this before—but we'll see what happens next time! He turned his head away from me while looking down into my
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this room before. He looks down at me from behind my back without even looking away or making eye contact because there are so many other people around here who have never seen anyone else do anything that would make them feel any more comfortable than they did when we were younger—a fact which has only gotten worse since our first meeting two years ago (the last time someone had told us how much better their relationship was then). It makes no sense whatsoever why these kids should get into such bad situations while still being treated fairly by everyone except themselves? The whole thing just keeps getting bigger every	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this room before. He looks down at me from behind my back without even looking away or making eye contact because there are so many other people around here who have never seen anyone else do anything that would make them feel any more comfortable than they did when we were younger—a fact which has only gotten worse since our first meeting two years ago (the last time someone had told us how much better their relationship was then). It makes no sense whatsoever why these kids should get into such bad situations while still being treated fairly by everyone except themselves? The whole thing just keeps getting bigger every
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her daughter with a mixture of sadness and anger.She was just trying to make sure that we were doing the right thing for our children so they could be safe in this world without fear or	 I don't know what's going on here, she says, looking at her daughter with a mixture of sadness and anger.She was just trying to make sure that we were doing the right thing for our children so they could be safe in this world without fear or
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but we're going to have some fun with this one.	 I'm not sure if it's just me or something else, but we're going to have some fun with this one.
She has left the tap running and the sink is overflowing.	 I have no idea what to do with her, but it seems like she's just going through a lot of pain.	 I have no idea what to do with her, but it seems like she's just going through a lot of pain.
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me with an expression that I can't help but think of—she's not going to let this happen again. I'm sure you're right, my mother said as we walked away from her house after our first day back home for work last week: We've been	 She looks up at me with an expression that I can't help but think of—she's not going to let this happen again. I'm sure you're right, my mother said as we walked away from her house after our first day back home for work last week: We've been
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm afraid of them, she says with a laugh, and then laughs again when asked about how much money they've spent on food for their three-year old daughter who is now six months older than he was in his first year at school.She has no idea why we're going through this so hard!	 I don't know if it's because I'm afraid of them, she says with a laugh, and then laughs again when asked about how much money they've spent on food for their three-year old daughter who is now six months older than he was in his first year at school.She has no idea why we're going through this so hard!
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at all because you're not going anywhere. I'm sorry, she said with an apologetic smile that made me feel better about myself for having done something like this without her permission or even knowing what was happening behind my back! But we'll see how many people come through here before they get too far away from us!	 I don't know if it's a good idea to go in there at all because you're not going anywhere. I'm sorry, she said with an apologetic smile that made me feel better about myself for having done something like this without her permission or even knowing what was happening behind my back! But we'll see how many people come through here before they get too far away from us!
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Washington Post. You don't need it.	 It's not like you have to go through all that stuff, he told The Washington Post. You don't need it.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's because I'm tired or not. She looks at me with an expression that makes my heart beat faster than the rest of us can even remember how long we've been in this room together since our first date last year (we're still friends now). We are both very excited about what will happen next and have no idea where they'll go from here on	 I don't know if it's because I'm tired or not. She looks at me with an expression that makes my heart beat faster than the rest of us can even remember how long we've been in this room together since our first date last year (we're still friends now). We are both very excited about what will happen next and have no idea where they'll go from here on
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or how long it will take for him to get out of there.	 He says he has no idea what's going on in the house or how long it will take for him to get out of there.
Her daughter is wearing a short skirt and T-shirt.	 She says she doesn't know what to do with the money, but it's not her fault: I'm just doing my job.	 She says she doesn't know what to do with the money, but it's not her fault: I'm just doing my job.
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first cup has a small hole in it that you can use to fill with water, but I don't know if there's any other way of doing this or not.) I've been using these for about 2 weeks now and they're working great	 The first cup has a small hole in it that you can use to fill with water, but I don't know if there's any other way of doing this or not.) I've been using these for about 2 weeks now and they're working great
