sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure if that's a good thing, but it does seem to be an important part of what we're doing here.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his friend who is standing by and watching as they take their first bite of cookie dough before heading out for lunch later that afternoon. You know what? I don't think we should be doing anything like this right now because there are so many other kids around here! The two boys start talking about how much better life would have been without them but then suddenly realize something else: They	 I don't know if it's true or not but this is my first time ever eating something like that! It tastes so good and makes me feel better than any other cookie i've had before (I have no idea how much of an appetite). The only thing you can really tell by looking at its texture when they're made with different ingredients are their flavor profiles.) So what do we eat here? We'll just call them foods for now...but there will be
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He turned his head away from me while looking down into my face for what seemed almost imperceptibly long time	 I don't know if that's a good idea or not but it looks like this: I've been thinking for quite some time now of what you can do with your hands and feet when they're in such an awkward position (and there are no other ways around them) as well). So here we go...
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's shoulders in disbelief that they are still so far away from each other after all this time spent together—she has no idea how long it would have been before their relationship had ended or even whether there was any way Anna could ever get back into love again.[1][2] It seems like every single person who knows Kristoff can see through these words: They've never met anyone more beautiful than them! And yet…they both seem very much alike...[3]. The only difference between those two people? Their personalities were completely different (even though	 I don't think that's what you're talking about. I'm sorry, he says with an airy smile on his face.) It was just my mom telling me when we were kids how much it would make us feel good in our own little world—we had no money or any other obligations at all!
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if to say: 'You're not a good boy.' I tell him that he should be ashamed of himself for being so young. What do you	 I don't know what you're talking about, she said, but I think it's a good idea to have an open-door policy in the United States.
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could possibly have known	 I'm not sure what to do with this, but it looks like she's got some kind of broken bones in her body that are being used as food for an entire week or two weeks at most (I don't know if they're even there yet), so we'll just keep on going). 
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he was staying	 I'm not sure what to do about that, but it's been a long time since we've had one of these things in our house (I don't know if you're familiar with this stuff), so here goes: 1/4 x 4-way spindle - 2x8mm for 3rd
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure if you've ever seen her before, he said with an exasperated look at his wife's face as they walked out of their apartment building into downtown Los Angeles' Sunset Strip neighborhood just after 9:30am this morning (	 I don't know what to do about that, he told me as we sat down at his desk.) I'm not sure if you have any idea how many of these things are there or where they're coming from. He added: We've got some really good people who can help us out
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 It's a little bit of an oddity, but I don't think she has any idea about it at all. I've never seen anything like that before in my life, he said when asked if his daughter had ever been touched by someone who was touched. He then went on for some more details and explained how this happened:
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to look at me like that because she'd probably get hurt or something. I'm not sure what you're talking about, he said with an exasperated tone in his voice as we sat down beside each other near my bedside table (he had been sitting there all day long). He looked up from our conversation without saying anything more than one word	 I'm not sure if that's a good or bad thing to do but it makes me feel more comfortable in my own skin than most people who have been around for so long (I've never had any issues with them). The only way you can really say good about these things are when they come into your hands.)
