sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what they're doing there, but it seems like a good place for them to be.	 I'm not sure what they're doing there, but it seems like a good place for them to be.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our other kids who's been playing for about an hour or two now. You know what I mean? she asks me over her shoulder while holding my hand like it would be too much trouble if they didn't have their hands around each others' shoulders? She looks away but then turns back towards us again before saying something that is clearly not quite right	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with one of our other kids who's been playing for about an hour or two now. You know what I mean? she asks me over her shoulder while holding my hand like it would be too much trouble if they didn't have their hands around each others' shoulders? She looks away but then turns back towards us again before saying something that is clearly not quite right
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'falling'? she asked with an exasperated look in her eyes and then looked back up at him as though it were some kind of joke: I'm sorry for what happened last night but there was no way we could have done anything like this without your help	 I don't know if that's a good idea or not. What do you mean by 'falling'? she asked with an exasperated look in her eyes and then looked back up at him as though it were some kind of joke: I'm sorry for what happened last night but there was no way we could have done anything like this without your help
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice cracking with emotion as the two of them sit down at a table next to each other in an old-fashioned dining room that looks like it might have been built by someone who had never seen	 I don't know what's going on here, she says, her voice cracking with emotion as the two of them sit down at a table next to each other in an old-fashioned dining room that looks like it might have been built by someone who had never seen
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me, but she seems to be getting more tired of being in her room at night with all these other things going on around here. I don't know what you're talking about, Harry said as he pulled out his wand from behind him so that they could	 I'm not sure if it's just me, but she seems to be getting more tired of being in her room at night with all these other things going on around here. I don't know what you're talking about, Harry said as he pulled out his wand from behind him so that they could
She has left the tap running and the sink is overflowing.	 I have no idea what to do about it, but if you're looking for a way out of this horrible situation then please don't be fooled into thinking that there's anything wrong with me or my family.	 I have no idea what to do about it, but if you're looking for a way out of this horrible situation then please don't be fooled into thinking that there's anything wrong with me or my family.
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I don't know what you're talking about. I'm not sure how many people have ever heard of this woman who has never seen her own face before—but that's probably because we've all been here for so long now! It seems like every	 She looks up at me as if to say: I don't know what you're talking about. I'm not sure how many people have ever heard of this woman who has never seen her own face before—but that's probably because we've all been here for so long now! It seems like every
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm too busy with my job, she says, adding that they've been working on their own for a few days now and will be back in about an hour.	 I don't know if it's because I'm too busy with my job, she says, adding that they've been working on their own for a few days now and will be back in about an hour.
She might be looking out of the window, which is open and looks out on the garden.	 I'm not sure if it's a good idea to go in there at all because you can't see any trees or anything like that. I've never seen one before, she says with an amused smile as we walk through her front door into his office where he has been working for almost two years now (he was hired last year). It would have taken me more than three hours just walking	 I'm not sure if it's a good idea to go in there at all because you can't see any trees or anything like that. I've never seen one before, she says with an amused smile as we walk through her front door into his office where he has been working for almost two years now (he was hired last year). It would have taken me more than three hours just walking
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to find anything on your own. I don't know what I'm talking about, she said with an exasperated look at his face as he looked back over her shoulder for some time before turning away from him again when it became clear that there was no way they could have found any more than two or three trees around their home without being spotted by anyone else who had seen them earlier this year—and even if	 It's not like you're going to find anything on your own. I don't know what I'm talking about, she said with an exasperated look at his face as he looked back over her shoulder for some time before turning away from him again when it became clear that there was no way they could have found any more than two or three trees around their home without being spotted by anyone else who had seen them earlier this year—and even if
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 Her hair has been pulled back into ponytail for the last couple of weeks and it looks like there are no longer any visible scars from being in that position. I don't know what you're talking about but I'm not sure if we'll ever see each other again, he says with an exasperated look on his face when asked how much time had passed since they first met	 Her hair has been pulled back into ponytail for the last couple of weeks and it looks like there are no longer any visible scars from being in that position. I don't know what you're talking about but I'm not sure if we'll ever see each other again, he says with an exasperated look on his face when asked how much time had passed since they first met
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says that he has no idea what's going on in the house at this point but it looks like they're trying to get him out of there as well.	 He says that he has no idea what's going on in the house at this point but it looks like they're trying to get him out of there as well.
Her daughter is wearing a short skirt and T-shirt.	 She looks like she's trying to hide her face from the camera, but I don't know if that was intentional or not.	 She looks like she's trying to hide her face from the camera, but I don't know if that was intentional or not.
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something simple, but not too fancy.	 It's a great place to go if you're looking for something simple, but not too fancy.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to hold it in place, but I don't know how many people have done this and they've all been very happy with their results (I'm not sure if there's anyone else who has	 The first one is a small piece of paper that you can use to hold it in place, but I don't know how many people have done this and they've all been very happy with their results (I'm not sure if there's anyone else who has
