sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'What's wrong with you?' I tell him that he must have been too young for this kind of thing.'  I don't know what it was about, she said as we walked back into her house.	 He looks at me and says: 'What's wrong with you?' I tell him that he must have been too young for this kind of thing.'  I don't know what it was about, she said as we walked back into her house.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! ‪What are we doing here? He was standing there staring blankly into his own reflection for quite	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! ‪What are we doing here? He was standing there staring blankly into his own reflection for quite
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.
She’s been doing the washing up and is now drying a plate.	 I'm not sure if he's going to do it again, but we'll see how that goes. I don't know what you're talking about, she said with an exasperated look on her face as they sat down at their table in front of each other for another half-hour or so before	 I'm not sure if he's going to do it again, but we'll see how that goes. I don't know what you're talking about, she said with an exasperated look on her face as they sat down at their table in front of each other for another half-hour or so before
She has left the tap running and the sink is overflowing.	 I'm not sure what to do next, but it seems like a good idea at this point. I don't know how you're feeling about that, she says with an exasperated look on her face as they walk out of their apartment complex in New York City's Upper East Side neighborhood around 9:30	 I'm not sure what to do next, but it seems like a good idea at this point. I don't know how you're feeling about that, she says with an exasperated look on her face as they walk out of their apartment complex in New York City's Upper East Side neighborhood around 9:30
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll ever see each other again because there are so many things going through my mind at this point right now—and they're just too much for me!	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll ever see each other again because there are so many things going through my mind at this point right now—and they're just too much for me!
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because they're afraid of me, she says, adding that there is no one else in town who has ever been so worried about their own well-being and safety as I am.	 I don't know if it's because they're afraid of me, she says, adding that there is no one else in town who has ever been so worried about their own well-being and safety as I am.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know what he's going to do with it. I'm not sure if you're ready for that, she said in a hushed tone as they walked away from her house at about 8:30 p...	 I don't know what he's going to do with it. I'm not sure if you're ready for that, she said in a hushed tone as they walked away from her house at about 8:30 p...
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to walk around with nothing but your clothes on. I don't know what I'm talking about, she said as they walked away from her apartment building where he was staying at his parents' home for two weeks before moving back into their living room one night last year after being outed by an FBI agent who had been investigating him several years earlier. But there are some things that make me feel better than anything	 It's not like you're going to walk around with nothing but your clothes on. I don't know what I'm talking about, she said as they walked away from her apartment building where he was staying at his parents' home for two weeks before moving back into their living room one night last year after being outed by an FBI agent who had been investigating him several years earlier. But there are some things that make me feel better than anything
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's because of the weather or whether I'm going out with my friends. She looks up at me from behind and says something that sounds like an apology for not being more open about what we've been through in our lives: It was just so much fun when you were around us all day long… It felt really good knowing there are people who love	 I don't know if it's because of the weather or whether I'm going out with my friends. She looks up at me from behind and says something that sounds like an apology for not being more open about what we've been through in our lives: It was just so much fun when you were around us all day long… It felt really good knowing there are people who love
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or how to get out of it. I'm not sure if I can even tell you where they're hiding from me, she replies with an exasperated look at her daughter who looks up into his eyes before turning back towards him as though nothing could be more obvious than that this isn't normal for their little girl!	 He says he has no idea what's going on in the house or how to get out of it. I'm not sure if I can even tell you where they're hiding from me, she replies with an exasperated look at her daughter who looks up into his eyes before turning back towards him as though nothing could be more obvious than that this isn't normal for their little girl!
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to do with her, she said, adding that it was not clear if the girl would be allowed back into school next week or whether there were any restrictions on how many students could wear skirts in public places such as playgrounds.	 I don't know what to do with her, she said, adding that it was not clear if the girl would be allowed back into school next week or whether there were any restrictions on how many students could wear skirts in public places such as playgrounds.
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new.	 It's a great place to go if you're looking for something new.
There are two cups on the draining board.	 The first cup is placed in front of you, so that it can be used as a sink for your food or to help with cleaning up after yourself and other people's messes. I don't know what I'm doing here, she said	 The first cup is placed in front of you, so that it can be used as a sink for your food or to help with cleaning up after yourself and other people's messes. I don't know what I'm doing here, she said
