sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't think it's right.	 I'm not sure what to do with them, she said, adding: I don't think it's right.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with an apple-sized piece of paper that looks like it might have been made by someone who had never seen one before. I don't know what's going through your head right now but this is my first time playing video games! You've got no idea how much fun these things are! You think they'll make me feel good about myself? she asks excitedly	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with an apple-sized piece of paper that looks like it might have been made by someone who had never seen one before. I don't know what's going through your head right now but this is my first time playing video games! You've got no idea how much fun these things are! You think they'll make me feel good about myself? she asks excitedly
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good thing for him or not. What do you mean by 'good'? she asked with an exasperated look in her eyes as they looked at each other and then away from one another like it was nothing more than some kind of joke between two people who had been friends all their lives but never really met face-to	 I don't know if that's a good thing for him or not. What do you mean by 'good'? she asked with an exasperated look in her eyes as they looked at each other and then away from one another like it was nothing more than some kind of joke between two people who had been friends all their lives but never really met face-to
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what you're talking about, she says, but it's not like I'm going to be the only one who can do this.	 I don't know what you're talking about, she says, but it's not like I'm going to be the only one who can do this.
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something, but she seems to be getting better every day. I don't know what you're talking about, Harry said as he pulled out his wand from under her arm with one last look at him before turning back towards Hermione who was still staring	 I'm not sure if it's just me or something, but she seems to be getting better every day. I don't know what you're talking about, Harry said as he pulled out his wand from under her arm with one last look at him before turning back towards Hermione who was still staring
She has left the tap running and the sink is overflowing.	 I have no idea what to do with her, but it seems like she's going through a lot of things right now.	 I have no idea what to do with her, but it seems like she's going through a lot of things right now.
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll get any answers from her right now because there are so many things going through my mind at this point—she has been diagnosed with cancer for almost two years after having breast-cancer surgery	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll get any answers from her right now because there are so many things going through my mind at this point—she has been diagnosed with cancer for almost two years after having breast-cancer surgery
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm afraid of them, but they're always there for me, she said in an interview with The Associated Press last week after being released from prison on a $1 million bond that was later reduced by more than 30%. They just keep coming and going.	 I don't know if it's because I'm afraid of them, but they're always there for me, she said in an interview with The Associated Press last week after being released from prison on a $1 million bond that was later reduced by more than 30%. They just keep coming and going.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there or not. I'm sure you're right, she said as they walked away from her house with one hand tied behind their backs; but we'll see what happens next time!	 I don't know if it's a good idea to go in there or not. I'm sure you're right, she said as they walked away from her house with one hand tied behind their backs; but we'll see what happens next time!
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff. I don't know what I'm talking about, she said with an exasperated look on her face as they walked away from their apartment complex at 10:30 p...	 It's not like you have to go through all that stuff. I don't know what I'm talking about, she said with an exasperated look on her face as they walked away from their apartment complex at 10:30 p...
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know what's going on in the world. What are you talking about? I ask with an incredulous tone of voice that makes me feel like my head has been thrown off its pedestal by something very strange and unspeakable at some point during this whole time-traveling thing we're both doing together? She looks up from where it was just before	 I don't know what's going on in the world. What are you talking about? I ask with an incredulous tone of voice that makes me feel like my head has been thrown off its pedestal by something very strange and unspeakable at some point during this whole time-traveling thing we're both doing together? She looks up from where it was just before
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He looks like he's trying to get out of the car with his pants on but it doesn't stop him from getting into an argument about how much money they're making off each other.	 He looks like he's trying to get out of the car with his pants on but it doesn't stop him from getting into an argument about how much money they're making off each other.
Her daughter is wearing a short skirt and T-shirt.	 I don't know what she's doing, but I'm going to go out with her, he says in the background of an interview that aired last week on ABC News' This Week With George Stephanopoulos (he was also asked about his own family). What do you	 I don't know what she's doing, but I'm going to go out with her, he says in the background of an interview that aired last week on ABC News' This Week With George Stephanopoulos (he was also asked about his own family). What do you
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one has a small hole in it that you can use to fill up with water, but I don't know if this is necessary or not.) The second cup will be used as an ice cube and then placed into your freezer for at least	 The first one has a small hole in it that you can use to fill up with water, but I don't know if this is necessary or not.) The second cup will be used as an ice cube and then placed into your freezer for at least
