sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding that her husband was very upset about his wife's death.I don't know how he got out of there but we're all going through this right now because it is a very difficult time for our family here at home.We've been	 I'm not sure what to do with them, she said, adding that her husband was very upset about his wife's death.I don't know how he got out of there but we're all going through this right now because it is a very difficult time for our family here at home.We've been
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 It's been so long since I've had one of these and it looks like they're getting ready for their next big thing.	 It's been so long since I've had one of these and it looks like they're getting ready for their next big thing.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some sort of problem with him getting up from his chair and then falling down.	 I don't know if that's a good idea or not but it looks like there might be some sort of problem with him getting up from his chair and then falling down.
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm not even trying at all... but it's so much better than being in my own room right now! You've got no idea how many people there are around here who have never seen us before. He looks back down from where we were just moments ago when they had been standing outside our window looking out over Lake Tahoe while everyone else was still watching TV or playing video games? That would make sense because this place has always seemed pretty peaceful since then?! And why should anyone ever think such things could possibly happen again!? What do these two mean by 'peaceful'? They seem very worried though	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm not even trying at all... but it's so much better than being in my own room right now! You've got no idea how many people there are around here who have never seen us before. He looks back down from where we were just moments ago when they had been standing outside our window looking out over Lake Tahoe while everyone else was still watching TV or playing video games? That would make sense because this place has always seemed pretty peaceful since then?! And why should anyone ever think such things could possibly happen again!? What do these two mean by 'peaceful'? They seem very worried though
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her daughter with a smile and an expression that seems to have been lost in the past few days as if it was all just another day of being out there doing nothing but playing video games. 	 I don't know what's going on, she says, looking at her daughter with a smile and an expression that seems to have been lost in the past few days as if it was all just another day of being out there doing nothing but playing video games. 
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do about it, but if you're in need of help please call me at (626) 622-8477 or email us!	 I'm not sure what to do about it, but if you're in need of help please call me at (626) 622-8477 or email us!
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so!	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so!
There is a big puddle on the floor, and she’s standing in it.	 I'm not sure what's going to happen next.	 I'm not sure what's going to happen next.
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm too busy with my kids, but they're getting a lot of attention, she told The Huffington Post in an interview this week on Good Morning America.	 I don't know if it's because I'm too busy with my kids, but they're getting a lot of attention, she told The Huffington Post in an interview this week on Good Morning America.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there or not at all. I think you're right, she said as we walked away from her house with our car parked behind us for about an hour before going back into my room where they'd been drinking some more beer that night (it was just after 9pm). We'll see what happens next time! She turned around	 I don't know if it's a good idea to go in there or not at all. I think you're right, she said as we walked away from her house with our car parked behind us for about an hour before going back into my room where they'd been drinking some more beer that night (it was just after 9pm). We'll see what happens next time! She turned around
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to find it on your way home.	 It's not like you're going to find it on your way home.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 It's the first time I've ever seen this kind of outfit in my life and it makes me feel so much better about myself for having such an amazing body!	 It's the first time I've ever seen this kind of outfit in my life and it makes me feel so much better about myself for having such an amazing body!
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house at this point.I don't know if they're trying to get him out of there or not but I'm pretty sure it could be something serious, she told ABC News' Good Morning America last week when asked by host Chris Wallace about her husband being arrested for domestic violence against his ex-boyfriend who was pregnant with their second child later that	 He says he has no idea what's going on in the house at this point.I don't know if they're trying to get him out of there or not but I'm pretty sure it could be something serious, she told ABC News' Good Morning America last week when asked by host Chris Wallace about her husband being arrested for domestic violence against his ex-boyfriend who was pregnant with their second child later that
Her daughter is wearing a short skirt and T-shirt.	 She says she has no idea what's going on, but it seems like they're trying to get her out of the house.	 She says she has no idea what's going on, but it seems like they're trying to get her out of the house.
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 If you want to use one of those, just add a little more water and let it sit for 5-10 minutes before adding another cup (I used 1/2 tsp salt). You can also make your own by mixing together 2 tbsp olive oil with 3	 If you want to use one of those, just add a little more water and let it sit for 5-10 minutes before adding another cup (I used 1/2 tsp salt). You can also make your own by mixing together 2 tbsp olive oil with 3
