sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, he said, adding that his wife was very upset by her husband's behavior.I don't know if it is a good thing for my family or whether they should have been there at all because of how bad things were going on around me when we got married	 I'm not sure what to do with them, he said, adding that his wife was very upset by her husband's behavior.I don't know if it is a good thing for my family or whether they should have been there at all because of how bad things were going on around me when we got married
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting beside her husband as she looks down and sees that there are two of them. What do you mean? I ask incredulously while looking over my shoulder for any clues about where they're going? He doesn't seem particularly concerned by this question because we've already been through so many times before – but then again what could possibly be more important than getting	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting beside her husband as she looks down and sees that there are two of them. What do you mean? I ask incredulously while looking over my shoulder for any clues about where they're going? He doesn't seem particularly concerned by this question because we've already been through so many times before – but then again what could possibly be more important than getting
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some sort of problem with his leg being stuck in this position. What do you mean by 'problem'? she asked rhetorically as they sat down at their table and looked around for any other possible solutions? I think we'll find out soon enough what happens next	 I don't know if that's a good idea or not but it looks like there might be some sort of problem with his leg being stuck in this position. What do you mean by 'problem'? she asked rhetorically as they sat down at their table and looked around for any other possible solutions? I think we'll find out soon enough what happens next
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this situation before.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this situation before.
Meanwhile their mother is taking no notice.	 I don't know what's going on, but I'm not sure if she wants to talk about it, he says with a shrug of his shoulders as they walk away from the house and head back into town for an early morning break before returning home at 5:	 I don't know what's going on, but I'm not sure if she wants to talk about it, he says with a shrug of his shoulders as they walk away from the house and head back into town for an early morning break before returning home at 5:
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do about it, but if you're going out of your way for something like this then please let me know so that we can have some fun!	 I'm not sure what to do about it, but if you're going out of your way for something like this then please let me know so that we can have some fun!
She has left the tap running and the sink is overflowing.	 I'm not sure what to do next, but it's time for a change of pace.	 I'm not sure what to do next, but it's time for a change of pace.
There is a big puddle on the floor, and she’s standing in it.	 It's not like I'm going to let her get away with that. I don't know what you're talking about, he said as they walked out of his office at 10:30am this morning (the day before). She was just sitting there for an hour or so when we	 It's not like I'm going to let her get away with that. I don't know what you're talking about, he said as they walked out of his office at 10:30am this morning (the day before). She was just sitting there for an hour or so when we
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life.	 I don't know if it's just me, but I've never seen anything like this in my life.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if he's going to see me or not but it seems like a good idea for him. I'm glad you're here, she said with an expression that made my heart beat faster than any other moment in her life so far as we've been apart from one another since our first date last year when they were both at their best friends' wedding anniversary party (we had just gotten married	 I don't know if he's going to see me or not but it seems like a good idea for him. I'm glad you're here, she said with an expression that made my heart beat faster than any other moment in her life so far as we've been apart from one another since our first date last year when they were both at their best friends' wedding anniversary party (we had just gotten married
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It looks like it's going to be very hard for you. I don't know what I'm talking about, he said with an exasperated look on his face as she looked at him from behind her headscarf that had been cut off by someone who was not wearing any protective clothing or carrying anything other than water-soaked clothes: What are we doing here? Is there something wrong?	 It looks like it's going to be very hard for you. I don't know what I'm talking about, he said with an exasperated look on his face as she looked at him from behind her headscarf that had been cut off by someone who was not wearing any protective clothing or carrying anything other than water-soaked clothes: What are we doing here? Is there something wrong?
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 She has no idea what's going on with the other girls and they are all looking at each others' faces in confusion. I don't know if you're joking or not but I'm sure it would have been better for them had we known that there was something more serious about this situation, he says of his daughter being raped by two men who were very nice people.	 She has no idea what's going on with the other girls and they are all looking at each others' faces in confusion. I don't know if you're joking or not but I'm sure it would have been better for them had we known that there was something more serious about this situation, he says of his daughter being raped by two men who were very nice people.
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in his head at the moment.I don't know if I'm feeling well or not, she told The Associated Press by phone from her hospital bed Tuesday night after being treated for an infection that had spread to other people who were sleeping with him when they went into cardiac arrest earlier this month (he was pronounced dead Monday). It just seems like things have gotten out of	 He says he has no idea what's going on in his head at the moment.I don't know if I'm feeling well or not, she told The Associated Press by phone from her hospital bed Tuesday night after being treated for an infection that had spread to other people who were sleeping with him when they went into cardiac arrest earlier this month (he was pronounced dead Monday). It just seems like things have gotten out of
Her daughter is wearing a short skirt and T-shirt.	 I'm not going to tell you how much I love her, but she's my best friend, he says with an air of confidence that makes him feel good about himself for the first time in his life.	 I'm not going to tell you how much I love her, but she's my best friend, he says with an air of confidence that makes him feel good about himself for the first time in his life.
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new, and I'm sure there will be some people who love it.	 It's a great place to go if you're looking for something new, and I'm sure there will be some people who love it.
There are two cups on the draining board.	 The first one is for you to fill it up with water, but I'm not sure if that's a good idea at this point in my life or just an accident of some sort.	 The first one is for you to fill it up with water, but I'm not sure if that's a good idea at this point in my life or just an accident of some sort.
