sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with an apple-shaped cookie cutter that's been sitting there for about five minutes before it was cut into tiny pieces by someone who had just gotten out of bed when I asked if she'd be back next week (she didn't). You know what? You can do this all day long. She nods her head once or twice but then looks away without saying another word	 I'm so glad you're here, he says as we sit down at his kitchen table and watch him play with an apple-shaped cookie cutter that's been sitting there for about five minutes before it was cut into tiny pieces by someone who had just gotten out of bed when I asked if she'd be back next week (she didn't). You know what? You can do this all day long. She nods her head once or twice but then looks away without saying another word
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good ideas'? she asked with an exasperated look in her eyes as they looked at each other for some time before finally settling back down into their seats and letting go of one another like it was nothing more than just sitting there staring blankly while everyone else got up	 I don't know if that's a good idea or not. What do you mean by 'good ideas'? she asked with an exasperated look in her eyes as they looked at each other for some time before finally settling back down into their seats and letting go of one another like it was nothing more than just sitting there staring blankly while everyone else got up
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault.
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, as if to say something about the fact that her daughter has been taken away from them by a man who knows nothing of human life and can only be called an idiot for being so stupid in his own	 I don't know what's going on here, she says, as if to say something about the fact that her daughter has been taken away from them by a man who knows nothing of human life and can only be called an idiot for being so stupid in his own
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or what, but we're going to have some fun with this one!	 I'm not sure if it's just me or what, but we're going to have some fun with this one!
She has left the tap running and the sink is overflowing.	 I have no idea what to do with her, but it seems like she's going through some sort of mental breakdown right now. I don't know how you feel about that, he says in a low-pitched voice as we walk away from his apartment building on West Sixth St., but at least	 I have no idea what to do with her, but it seems like she's going through some sort of mental breakdown right now. I don't know how you feel about that, he says in a low-pitched voice as we walk away from his apartment building on West Sixth St., but at least
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do with that, he told The Daily Caller News Foundation during an interview last week at his home near New York City's Central Park.I've never seen anything like this before or since—it was just so surreal when you think about all of these people who have been here for	 I don't know what to do with that, he told The Daily Caller News Foundation during an interview last week at his home near New York City's Central Park.I've never seen anything like this before or since—it was just so surreal when you think about all of these people who have been here for
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm afraid of them, she says, or maybe they're just too scared.	 I don't know if it's because I'm afraid of them, she says, or maybe they're just too scared.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if she's going to come back or not but it seems like a good time for her now that we're at least halfway through this season.	 I don't know if she's going to come back or not but it seems like a good time for her now that we're at least halfway through this season.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to find out what it is or how many people live there.	 It's not like you're going to find out what it is or how many people live there.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like this: I don't know what's going on here but I can tell you that there are some very interesting things happening in my life right now which will hopefully make me feel better about myself more than ever before!	 Her hair has been pulled back into ponytail-length braids for the last couple of weeks and it looks like this: I don't know what's going on here but I can tell you that there are some very interesting things happening in my life right now which will hopefully make me feel better about myself more than ever before!
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says that he has no idea what's going on in the house or how to get out of there.I'm not even sure if I should go back into my room because it would be too much trouble for me, she told The Daily Caller News Foundation via phone from her home outside Los Angeles City Hall Monday night after being informed by police officers at about 10:30 p...	 He says that he has no idea what's going on in the house or how to get out of there.I'm not even sure if I should go back into my room because it would be too much trouble for me, she told The Daily Caller News Foundation via phone from her home outside Los Angeles City Hall Monday night after being informed by police officers at about 10:30 p...
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, her voice cracking with emotion as we walk down the street in front of my house on Saturday afternoon at about 8:30pm (local time). I'm not sure how long it will take for this young woman who has never been	 I don't know what to say, she says, her voice cracking with emotion as we walk down the street in front of my house on Saturday afternoon at about 8:30pm (local time). I'm not sure how long it will take for this young woman who has never been
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family, or just relax when you're not working on your computer.	 It's a great place to hang out with friends and family, or just relax when you're not working on your computer.
There are two cups on the draining board.	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it doesn't really work well for this project because I'm not sure if there's any other way we could get our hands dirty with them. 	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it doesn't really work well for this project because I'm not sure if there's any other way we could get our hands dirty with them. 
