sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's because I've been doing this for so long, he says with an air of calmness that makes him feel good about himself and his work ethic.It was just one day ago when we were sitting down at my desk thinking how much time had passed since our last meeting before she got back into her car…and then suddenly something came over me: 'You know what? You can't go home now.' It felt like all those years have gone by	 I'm not sure if it's because I've been doing this for so long, he says with an air of calmness that makes him feel good about himself and his work ethic.It was just one day ago when we were sitting down at my desk thinking how much time had passed since our last meeting before she got back into her car…and then suddenly something came over me: 'You know what? You can't go home now.' It felt like all those years have gone by
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good enough'? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads back towards where it had been sitting for quite some time without even looking away from his face before continuing: I think we should all be	 I don't know if that's a good idea or not. What do you mean by 'good enough'? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads back towards where it had been sitting for quite some time without even looking away from his face before continuing: I think we should all be
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; it's not like there are any other people in this world who can hear or see anything that might make them feel better than they do right now. She looks down at herself before taking another bite from each cookie—she has no idea how many have already been eaten by their own siblings so far—but I'm sure we'll find out soon enough! He smiles weakly while looking back towards where Elsa had left off after all these years without even noticing when Kristoff was still standing over Anna sitting alone beside Sven staring straight ahead into space again…and then suddenly stopping just short-circuiting every single thing which could possibly go wrong between	 I don't know what you're talking about, he says with an exasperated look on his face; it's not like there are any other people in this world who can hear or see anything that might make them feel better than they do right now. She looks down at herself before taking another bite from each cookie—she has no idea how many have already been eaten by their own siblings so far—but I'm sure we'll find out soon enough! He smiles weakly while looking back towards where Elsa had left off after all these years without even noticing when Kristoff was still standing over Anna sitting alone beside Sven staring straight ahead into space again…and then suddenly stopping just short-circuiting every single thing which could possibly go wrong between
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, looking at her daughter in the eye as if to say: 'What are you talking about? You're saying that I'm not doing anything wrong.' She looks up and sees a young man standing next	 I don't know what's going on here, she says, looking at her daughter in the eye as if to say: 'What are you talking about? You're saying that I'm not doing anything wrong.' She looks up and sees a young man standing next
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, he said with an exasperated look on his face before continuing: You've got no idea how many people have	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, he said with an exasperated look on his face before continuing: You've got no idea how many people have
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but she'll probably be back in a few weeks or so. I don't know what's going on with you guys, he said as they walked away from his office at 4:30 p..m., but we're	 I'm not sure how long it will take for her to get out of there, but she'll probably be back in a few weeks or so. I don't know what's going on with you guys, he said as they walked away from his office at 4:30 p..m., but we're
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I'm sorry I didn't know you were here. And that's when we start talking about what happened last night—and how this whole thing has been so much more complicated than any one of us could have ever imagined! We're not even sure where	 She looks up at me as if to say: I'm sorry I didn't know you were here. And that's when we start talking about what happened last night—and how this whole thing has been so much more complicated than any one of us could have ever imagined! We're not even sure where
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a smile that makes you feel good about yourself and your family.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a smile that makes you feel good about yourself and your family.
She might be looking out of the window, which is open and looks out on the garden.	 It's a good place to go if you don't mind getting caught up in your own personal story about what it was like living with someone who has been through so much.	 It's a good place to go if you don't mind getting caught up in your own personal story about what it was like living with someone who has been through so much.
