sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't think it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't think it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He's been eating them all day and he doesn't even know what they're made of. What do you mean by that? I asked him as we sat down at his bedside table with our hands clasped behind my back,I'm not sure if it was just me or someone else who is doing this for their own personal benefit but there are so many other people out here making money off these things which makes us feel good about ourselves.You have no idea how much	 He's been eating them all day and he doesn't even know what they're made of. What do you mean by that? I asked him as we sat down at his bedside table with our hands clasped behind my back,I'm not sure if it was just me or someone else who is doing this for their own personal benefit but there are so many other people out here making money off these things which makes us feel good about ourselves.You have no idea how much
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and looked up at him from behind his desk as they walked out of their apartment building into downtown Los Angeles—and then back down again for another two hours before finally returning home after three more days without seeing each other any time soon	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and looked up at him from behind his desk as they walked out of their apartment building into downtown Los Angeles—and then back down again for another two hours before finally returning home after three more days without seeing each other any time soon
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an amused look on his face; but it's not like I've ever been in this situation before. He looks down at me from behind my back so that we can see each other without being seen or heard by anyone else around us (he has no idea how many people there are who have had their eyes gouged out because they were too busy looking after themselves). It was only when our conversation turned into something much more serious than just having someone say 'no' all day long—the whole thing got really awkward even though everyone seemed genuinely upset over everything happening between them…and then suddenly things started coming together again! We both felt very uncomfortable but also quite relieved	 I don't know what you're talking about, he says with an amused look on his face; but it's not like I've ever been in this situation before. He looks down at me from behind my back so that we can see each other without being seen or heard by anyone else around us (he has no idea how many people there are who have had their eyes gouged out because they were too busy looking after themselves). It was only when our conversation turned into something much more serious than just having someone say 'no' all day long—the whole thing got really awkward even though everyone seemed genuinely upset over everything happening between them…and then suddenly things started coming together again! We both felt very uncomfortable but also quite relieved
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice cracking with emotion and a hint of anger at the fact that they're being treated like second-class citizens in this country. I'm not sure if you've ever heard me say it before	 I don't know what's going on here, she says, her voice cracking with emotion and a hint of anger at the fact that they're being treated like second-class citizens in this country. I'm not sure if you've ever heard me say it before
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but we're going to need some help with that. She looked down at her handiwork as she wiped away tears from his face before he could say anything other than Thank you so much for all of your hard work! 	 I'm not sure if it's just me or something else, but we're going to need some help with that. She looked down at her handiwork as she wiped away tears from his face before he could say anything other than Thank you so much for all of your hard work! 
She has left the tap running and the sink is overflowing.	 I'm not sure what to make of this, but it looks like she's been drinking for a long time now. I don't know if you've ever seen her in person, he says with an exasperated look on his face that makes me think about how much we're all going through these things together	 I'm not sure what to make of this, but it looks like she's been drinking for a long time now. I don't know if you've ever seen her in person, he says with an exasperated look on his face that makes me think about how much we're all going through these things together
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I don't know what you're talking about. But I'm not sure how much of that means anything other than just being there for her—that's why we've been here so long! It seems like every time someone comes into our house they have	 She looks up at me as if to say: I don't know what you're talking about. But I'm not sure how much of that means anything other than just being there for her—that's why we've been here so long! It seems like every time someone comes into our house they have
She seems not to have noticed either the water or what her children are doing.	 She says she doesn't know how long it will take before they get back home, but that's just a matter of time.	 She says she doesn't know how long it will take before they get back home, but that's just a matter of time.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not. I'm sure you're right, she said with an amused smile that made me feel more confident about my own abilities than any other person who has ever been around her for so long without being seen by anyone else—and even though we've never met before (or since). You'll have no problem	 I don't know if it's a good idea to go in there at night or not. I'm sure you're right, she said with an amused smile that made me feel more confident about my own abilities than any other person who has ever been around her for so long without being seen by anyone else—and even though we've never met before (or since). You'll have no problem
