sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea for me.	 It is a house, you have your home they it i no I don't oh yeah yes 
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his friend who is standing by and watching as they take their first bite of cookie dough before heading out for lunch later that afternoon. You know what? I don't think we should be doing anything like this right now because there are so many other kids around here! The two boys start talking about how much better life would have been without them but then suddenly realize something else: They	 you can't it no c ooo oh yeah uoooooooooooooooohhhhhhh hmmmmmmmmmh mmahhhh ahahahahaaaaaaaaah haahaaaaHHHHHHAAAHHAHAAAAAAAAAAAAAAAHAHAHAHAHAHA!
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of joke—she had never seen anything like this before! He turned his head away from me while looking down into my face for what seemed almost imperceptibly long time	 oh yeah no you go down it up back out there all that a bad 
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's shoulders in disbelief that they are still so far away from each other after all this time spent together—she has no idea how long it would have been before their relationship had ended or even whether there was any way Anna could ever get back into love again.[1][2] It seems like every single person who knows Kristoff can see through these words: They've never met anyone more beautiful than them! And yet…they both seem very much alike...[3]. The only difference between those two people? Their personalities were completely different (even though	 oh no thank you don't go goodbye bye-bye 
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, looking at her son in the eye as if to say: 'You're not a good boy.' I tell him that he should be ashamed of himself for being so young. What do you	 I am not aaaaaa, you can't she's the fuck it i oh yeah uuuuohhhhhh uhuhhh hmmmmmmmmm yahhhh ahahahaha haaaaahhaaaaAHHHHHHAAAAAAAAAAAAAAAHHAAAHAHAHAHAHAHAHA
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could have done this	 I am i can't you are it no oh yes, yeah... thank me thanks to be go on don t ooo uuuu wooo (w)
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he had been	 I'm not a no i can't you just yeah oh yes it's so uu like that ooo 
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure if you've ever seen her before, he said with an exasperated look at his wife's face as they walked out of their apartment building into downtown Los Angeles' Sunset Strip neighborhood just after 9:30am this morning (	 oh yeah no you I don't yes they he i there 
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 it is there no you people, oh yes they all she just yeah i don't like that one ooo uo 
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to look at me like that because she'd probably get hurt or something. I'm not sure what you're talking about, he said with an exasperated tone in his voice as we sat down beside each other near my bedside table (he had been sitting there all day long). He looked up from our conversation without saying anything more than one word	 you look up there it back to go down no oh yeah hey big thanks for a thank-you hug goodbye farewellbye bye
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. You just walk around.	 you go to it no oh yeah yes 
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's because of the weather or not. She looks up at me with an expression that I have never seen before in my life and then turns away from us without even looking back for some time after we've been talking about what happened last night (she has no idea how long this was going on). What do you mean? What did they say	 I don't no oh yeah it's you look out of the way back up down on over there go off like this one ooh yes i think about say uuu 
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where his father was last night.I don't know if I've ever seen anything like this before, she told The Daily Caller News Foundation via phone from her home outside New York City Tuesday morning after being informed by family members that their daughter had been taken to an emergency room for treatment of head injuries sustained while fighting with police officers who were chasing him at	 I am not no oh yeah i don't yes you just go it gohhhhhhh hmmmmmmmmm mh mmahhhh ahahahahaaaaaaaa hahaaaaAHHHHHHAAAHHAHAAAAAAAAAAAAAAAHAHAHAHAHAHA!
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at her hands in the air as if they've just been wrapped around each other's shoulders for an hour or two.She looks like I'm going through some kind of emotional rollercoaster right now with this whole situation	 She's hairless, she looks like you look at her eyes on your face down to the head off back out of up in over all under (up 
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new.	 I've got it's you're i can't yeah, oh no we want to get uuuu like that they wanna go out there ooo aooo 
There are two cups on the draining board.	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not really necessary for this tutorial because we'll be using an old-fashioned wooden spoon instead.) The second cup comes from our kitchen	 This is a cup of water and you can't it (you)
