sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, he said, but it's a good thing that they don't have any problems.	 I'm not sure what to do with them, he said, but it's a good thing that they don't have any problems.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at his kitchen table and start making our way back out of town for dinner with him.You know what? It's not that I don't care about your feelings or anything; it just makes me feel like this is my last chance! He looks around nervously before continuing: And if there are any other people who might be interested then they can come along too! We'll see how things go next time though	 I'm so glad you're here, he says as we sit down at his kitchen table and start making our way back out of town for dinner with him.You know what? It's not that I don't care about your feelings or anything; it just makes me feel like this is my last chance! He looks around nervously before continuing: And if there are any other people who might be interested then they can come along too! We'll see how things go next time though
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I'm sure you're right, she said with an air of confidence in her voice: but it would be nice for me and my family as well...to have someone who can help us get through this without hurting anyone else!	 I don't know if that's a good idea or not. I'm sure you're right, she said with an air of confidence in her voice: but it would be nice for me and my family as well...to have someone who can help us get through this without hurting anyone else!
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an annoyed look on his face.You think I'm crazy?Of course not! It's just that we've had so much fun together in our lives!He looks down at Ruby who has been standing there all this time without even looking away from Blake or Weiss because they both have their own reasons why things are going wrong right now... but it seems like everyone else knows exactly how bad everything will get when Yang gets hurt? She can barely keep herself upright after being hit by something while walking past them (or rather running into someone), which makes me wonder: would anyone ever do anything other than walk around doing nothing except watch TV?!	 I don't know what you're talking about, he says with an annoyed look on his face.You think I'm crazy?Of course not! It's just that we've had so much fun together in our lives!He looks down at Ruby who has been standing there all this time without even looking away from Blake or Weiss because they both have their own reasons why things are going wrong right now... but it seems like everyone else knows exactly how bad everything will get when Yang gets hurt? She can barely keep herself upright after being hit by something while walking past them (or rather running into someone), which makes me wonder: would anyone ever do anything other than walk around doing nothing except watch TV?!
Meanwhile their mother is taking no notice.	 They are in the middle of a fight, and when they come across an old man who has just been shot dead by his own men he tells them to get out before it's too late: I don't know what you're talking about! I'm not even	 They are in the middle of a fight, and when they come across an old man who has just been shot dead by his own men he tells them to get out before it's too late: I don't know what you're talking about! I'm not even
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do with that, but it looks like he's got some sort of problem or something. I don't think so, she said in an exasperated tone as they sat down at their table for another quick bite before going back on her own topic: What are you	 I'm not sure what to do with that, but it looks like he's got some sort of problem or something. I don't think so, she said in an exasperated tone as they sat down at their table for another quick bite before going back on her own topic: What are you
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with her, but it seems like she's in a state of shock right now.	 I'm not sure what to do with her, but it seems like she's in a state of shock right now.
There is a big puddle on the floor, and she’s standing in it.	 I'm not sure what to do about that, he said of his wife's condition.I don't know if you can get away with this because there are so many other people who have been hurt or killed by their own family members but we're here for one reason: We love our children very much.	 I'm not sure what to do about that, he said of his wife's condition.I don't know if you can get away with this because there are so many other people who have been hurt or killed by their own family members but we're here for one reason: We love our children very much.
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says with a laugh, as if it's all part of an elaborate plan that has been going on for some time now and will probably never end up working itself out in any meaningful way.	 I don't know, she says with a laugh, as if it's all part of an elaborate plan that has been going on for some time now and will probably never end up working itself out in any meaningful way.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to go in there or not, she said as we sat down at our dining-room table.I'm sure you'll agree with me that this place has its own unique charm - but what about those other people who come here from all over? They're just so much better off than they were before? Oh my gosh! That	 I don't know if it's a good idea for her to go in there or not, she said as we sat down at our dining-room table.I'm sure you'll agree with me that this place has its own unique charm - but what about those other people who come here from all over? They're just so much better off than they were before? Oh my gosh! That
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. You don't need any special equipment.	 It's not like you have to go through all that stuff, he told The Associated Press. You don't need any special equipment.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's because of the weather or just that I'm not feeling well. She looks up at me with wide-eyed eyes and says: 'You look so much better now than you did when we first met.' It was an amazing experience for both us! We've been friends since high school but have never really known each other in person, he	 I don't know if it's because of the weather or just that I'm not feeling well. She looks up at me with wide-eyed eyes and says: 'You look so much better now than you did when we first met.' It was an amazing experience for both us! We've been friends since high school but have never really known each other in person, he
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 I'm not sure what's going to happen, he said of the incident that took place at his home in West Palm Beach on Saturday night.We're still looking into it but I don't know if we'll get any answers right away from him or how long this will be before they come out with their own theories about who was responsible (for) these things being taken off our streets by some guy named John Doe	 I'm not sure what's going to happen, he said of the incident that took place at his home in West Palm Beach on Saturday night.We're still looking into it but I don't know if we'll get any answers right away from him or how long this will be before they come out with their own theories about who was responsible (for) these things being taken off our streets by some guy named John Doe
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, her voice cracking with emotion as we walk down the street in front of my house on an afternoon that has been so much better than I could have ever imagined it would be.	 I don't know what to say, she says, her voice cracking with emotion as we walk down the street in front of my house on an afternoon that has been so much better than I could have ever imagined it would be.
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family, he said, adding that it is also home for his wife who works as an IT support person in New York City.I'm not sure if I'll ever get back on my feet again but at least we can have some fun together	 It's a great place to hang out with friends and family, he said, adding that it is also home for his wife who works as an IT support person in New York City.I'm not sure if I'll ever get back on my feet again but at least we can have some fun together
There are two cups on the draining board.	 The first one is for water, and it's in a plastic bag that you can put your finger through to get rid of any dirt or debris (you don't really need this). I'm not sure how long they'll last but if we have enough time	 The first one is for water, and it's in a plastic bag that you can put your finger through to get rid of any dirt or debris (you don't really need this). I'm not sure how long they'll last but if we have enough time
