sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says as we sit down at our table and watch him go about his daily business of getting things done. It's not that I don't like it when people ask me what my favorite thing is or how much money they have left over for their kids' college educations—it just depends upon your point-scoring system—he adds with an exasperated laugh—and then there are those who say 'you can do better than	 I'm so glad you're here, he says as we sit down at our table and watch him go about his daily business of getting things done. It's not that I don't like it when people ask me what my favorite thing is or how much money they have left over for their kids' college educations—it just depends upon your point-scoring system—he adds with an exasperated laugh—and then there are those who say 'you can do better than
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him from behind his desk as they walked back out of their apartment building into downtown Los Angeles—a place where there was no public transit service for more than two weeks after Hurricane Sandy hit New York City last	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him from behind his desk as they walked back out of their apartment building into downtown Los Angeles—a place where there was no public transit service for more than two weeks after Hurricane Sandy hit New York City last
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 She doesn't know how long it will take until he gets home from school or when they'll get back in touch with each other (or at least that's what I'm told). I think we should talk about this now, said Elsa quietly while looking down on Anna who was still standing there staring blankly into his eyes which were clearly not quite where you'd expect them: What are your thoughts? What would happen next?	 She doesn't know how long it will take until he gets home from school or when they'll get back in touch with each other (or at least that's what I'm told). I think we should talk about this now, said Elsa quietly while looking down on Anna who was still standing there staring blankly into his eyes which were clearly not quite where you'd expect them: What are your thoughts? What would happen next?
Meanwhile their mother is taking no notice.	 She has been waiting for her daughter to come home from school, but she doesn't know how long it will be until the next day when they can go out and buy a new pair of shoes. I'm not sure if I'll ever get over this	 She has been waiting for her daughter to come home from school, but she doesn't know how long it will be until the next day when they can go out and buy a new pair of shoes. I'm not sure if I'll ever get over this
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but we're going to have some fun with this one!	 I'm not sure if it's just me or something else, but we're going to have some fun with this one!
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with it, but at least we can get some water out of this place!	 I'm not sure what to do with it, but at least we can get some water out of this place!
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I don't know what you're talking about, but I'm not sure whether that's really true or just an expression of frustration with myself for being so far away from her (and my own). The next day we were back home after our trip	 She looks up at me as if to say: I don't know what you're talking about, but I'm not sure whether that's really true or just an expression of frustration with myself for being so far away from her (and my own). The next day we were back home after our trip
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm afraid of them, she says, adding that they've been in touch with their parents for a few days now and will be coming back later this week.	 I don't know if it's because I'm afraid of them, she says, adding that they've been in touch with their parents for a few days now and will be coming back later this week.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not. I'm sure you're right, she said with an amused smile that made me feel better about myself than anything else he'd ever done for her since they were both grown-up together; but we've never really had any real time off from work so far as my life has been concerned...and	 I don't know if it's a good idea to go in there at night or not. I'm sure you're right, she said with an amused smile that made me feel better about myself than anything else he'd ever done for her since they were both grown-up together; but we've never really had any real time off from work so far as my life has been concerned...and
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to find anything out there, he said.I don't know if I'll ever get my hands on something that has been around for so long or what it might be but we've got some pretty good people here who will help us with any questions they may have about this particular thing which is an old-timey little place called 'The Woodlands'. We are very lucky because our kids live right next door! 	 It's not like you're going to find anything out there, he said.I don't know if I'll ever get my hands on something that has been around for so long or what it might be but we've got some pretty good people here who will help us with any questions they may have about this particular thing which is an old-timey little place called 'The Woodlands'. We are very lucky because our kids live right next door! 
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I'm not sure if it's because of the weather or something, he says with an exasperated look on his face when I ask him how much longer they'll stay in their hotel room for each other and what will happen after that? He doesn't seem too concerned at all about my question but instead just shrugs me off like nothing has changed since we started dating last year! 	 I'm not sure if it's because of the weather or something, he says with an exasperated look on his face when I ask him how much longer they'll stay in their hotel room for each other and what will happen after that? He doesn't seem too concerned at all about my question but instead just shrugs me off like nothing has changed since we started dating last year! 
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where his father was last night.I don't know if I can get out of here, said Mr Bhattacharjee after being told by police officers that they were looking for him at around 10:30pm local time (7am GMT). We have not been able to locate any other persons who may be involved with this incident but we	 He says he has no idea what's going on in the house or where his father was last night.I don't know if I can get out of here, said Mr Bhattacharjee after being told by police officers that they were looking for him at around 10:30pm local time (7am GMT). We have not been able to locate any other persons who may be involved with this incident but we
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at her hands in the air as if they're holding out some kind of handkerchief or something that might be useful for someone who's been through so much. She looks away from me like I'm going crazy because	 I don't know what to say, she says, looking down at her hands in the air as if they're holding out some kind of handkerchief or something that might be useful for someone who's been through so much. She looks away from me like I'm going crazy because
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new and unique.	 It's a great place to go if you're looking for something new and unique.
There are two cups on the draining board.	 The first one has a small hole in it that you can use to fill with water, but I don't know if this is actually necessary or just an idea of how much more space there will be when we're done! I'm not sure what	 The first one has a small hole in it that you can use to fill with water, but I don't know if this is actually necessary or just an idea of how much more space there will be when we're done! I'm not sure what
