sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I'm sorry I didn't know you were there.' 	 He looks at me and says: 'I'm sorry I didn't know you were there.' 
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean? she asked with an exasperated look in her eyes as they looked at each other for some sort of explanation? I think it would be more effective than just standing up and saying something like 'Oh my God! What are we doing here?!' It could have been worse	 I don't know if that's a good idea or not. What do you mean? she asked with an exasperated look in her eyes as they looked at each other for some sort of explanation? I think it would be more effective than just standing up and saying something like 'Oh my God! What are we doing here?!' It could have been worse
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help.
Meanwhile their mother is taking no notice.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do about it, but if you don't have any other options then this will probably be your last chance at getting rid of her before she's too old for anything more than an ice cream sundae. I'll take that as my final word, Elsa said with some	 I'm not sure what to do about it, but if you don't have any other options then this will probably be your last chance at getting rid of her before she's too old for anything more than an ice cream sundae. I'll take that as my final word, Elsa said with some
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he was staying	 I'm not sure how long it will take me to get out of here, but at least we'll be back in a few hours or so. I don't know what you're talking about, she said with an exasperated look on her face as they walked away from their apartment complex where he was staying
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: I'm sorry I didn't see you. And that's when we get into an argument about whether or not there should be some sort of punishment for what happened last night, he says with his voice breaking out like thunderous applause from all around us (	 She looks up at me as if to say: I'm sorry I didn't see you. And that's when we get into an argument about whether or not there should be some sort of punishment for what happened last night, he says with his voice breaking out like thunderous applause from all around us (
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Huffington Post on Thursday night after being interviewed by ABC News' Good Morning America.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The Huffington Post on Thursday night after being interviewed by ABC News' Good Morning America.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not, she told The Daily Beast. I've never seen anything like this before.	 I don't know if it's a good idea to go in there at night or not, she told The Daily Beast. I've never seen anything like this before.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It is very easy to get around here.	 It is very easy to get around here.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 It's not the first time I've seen this kind of outfit in my life; it was on display at an event last year when we were all dressed up and ready for our next party! I'm sure there are many more outfits that you can find out about here:	 It's not the first time I've seen this kind of outfit in my life; it was on display at an event last year when we were all dressed up and ready for our next party! I'm sure there are many more outfits that you can find out about here:
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where they're coming from. I don't know if I'll ever be able to get out of here, she adds with an exasperated look at her daughter who looks like it might have been shot by someone else but was still alive after all this time.	 He says he has no idea what's going on in the house or where they're coming from. I don't know if I'll ever be able to get out of here, she adds with an exasperated look at her daughter who looks like it might have been shot by someone else but was still alive after all this time.
Her daughter is wearing a short skirt and T-shirt.	 She says she has no idea what's going on, but that her mother was in the car with him when he went to pick up his kids from school.I don't know if I can tell you how many times my parents have told me they've never seen anything like this before,	 She says she has no idea what's going on, but that her mother was in the car with him when he went to pick up his kids from school.I don't know if I can tell you how many times my parents have told me they've never seen anything like this before,
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one is a little bit larger than I thought it would be, so you can see that there's some water coming out of this cup and then we're going to put more in. I don't know how long they've been doing	 The first one is a little bit larger than I thought it would be, so you can see that there's some water coming out of this cup and then we're going to put more in. I don't know how long they've been doing
