sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, but it's a good idea.	 I'm not sure what to do with them, but it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says with an air of pride and joy that makes me feel like I've been given something special by someone who doesn't even know what they are talking about. Oh my gosh! That's amazing! she exclaims excitedly as we sit down at our table for another quick bite or two before heading off back into her own kitchen where it is now all over again...	 I'm so glad you're here, he says with an air of pride and joy that makes me feel like I've been given something special by someone who doesn't even know what they are talking about. Oh my gosh! That's amazing! she exclaims excitedly as we sit down at our table for another quick bite or two before heading off back into her own kitchen where it is now all over again...
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with this guy and we'll see what happens.	 I don't know if that's a good idea or not but it looks like there might be some kind of problem with this guy and we'll see what happens.
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm sure it's not your fault that we've been here so long.
Meanwhile their mother is taking no notice.	 I don't know what's going to happen, she says, her voice cracking with emotion as the two of them sit in silence for a few minutes before they head back out into an open field where there are still many trees and grasses that have been cut down	 I don't know what's going to happen, she says, her voice cracking with emotion as the two of them sit in silence for a few minutes before they head back out into an open field where there are still many trees and grasses that have been cut down
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do, but it seems like she's getting some help from her mother or something. I don't know how you feel about that, Harry said as he looked down at his handiwork in front of him with an apologetic look on its face before turning back around	 I'm not sure what to do, but it seems like she's getting some help from her mother or something. I don't know how you feel about that, Harry said as he looked down at his handiwork in front of him with an apologetic look on its face before turning back around
She has left the tap running and the sink is overflowing.	 I'm not sure what to do next, but it's a good idea for me.	 I'm not sure what to do next, but it's a good idea for me.
There is a big puddle on the floor, and she’s standing in it.	 I'm not sure what's going to happen next. What do you mean by that? he asked with an exasperated look at his wife who was still holding her hands up as if they weren't ready for anything more than some sort of physical altercation between two men over something like this? 	 I'm not sure what's going to happen next. What do you mean by that? he asked with an exasperated look at his wife who was still holding her hands up as if they weren't ready for anything more than some sort of physical altercation between two men over something like this? 
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I think it's a good thing.	 I don't know, she says, but I think it's a good thing.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to go in there or not, she told The Huffington Post. I'm just glad that we're doing something like this.	 I don't know if it's a good idea for her to go in there or not, she told The Huffington Post. I'm just glad that we're doing something like this.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff. I don't know what it is, she said with an exasperated look on her face when I asked if there was anything else he could tell me about his new home or where they had been living for more than two years now? It just seems so far away from my own life at this point—it would be really nice having someone who has lived here since we were little kids	 It's not like you have to go through all that stuff. I don't know what it is, she said with an exasperated look on her face when I asked if there was anything else he could tell me about his new home or where they had been living for more than two years now? It just seems so far away from my own life at this point—it would be really nice having someone who has lived here since we were little kids
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's the weather or not but I've never been here before. What do you mean by 'weather'? She looks up at him with an expression that says something about how much he has changed in his life since last time they were together and what kind of changes have taken place between them now? He nods slowly then turns back towards me again	 I don't know if it's the weather or not but I've never been here before. What do you mean by 'weather'? She looks up at him with an expression that says something about how much he has changed in his life since last time they were together and what kind of changes have taken place between them now? He nods slowly then turns back towards me again
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or how to get out of it.	 He says he has no idea what's going on in the house or how to get out of it.
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to do with her, she said, adding that it would be better if they could just leave the house in their own car.	 I don't know what to do with her, she said, adding that it would be better if they could just leave the house in their own car.
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first cup is a small piece of paper that you'll need to fill up with water and then put it back in your freezer for at least an hour or so before serving, which will take about 20-30 minutes (you can also add some ice cubes	 The first cup is a small piece of paper that you'll need to fill up with water and then put it back in your freezer for at least an hour or so before serving, which will take about 20-30 minutes (you can also add some ice cubes
