sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, but it seems like a good idea at this point.	 I'm not sure what to do with them, but it seems like a good idea at this point.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure what he's doing at this point. I don't know if it was an accident or something like that took place over here and there is no evidence of any such thing as you have ever seen!	 I'm not sure what he's doing at this point. I don't know if it was an accident or something like that took place over here and there is no evidence of any such thing as you have ever seen!
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know what's wrong with that one, she says in a voice of her own and I'm not sure if you're right.	 I don't know what's wrong with that one, she says in a voice of her own and I'm not sure if you're right.
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I'm not sure what's going on here but I don't know anything about this or any other thing that you can do with your own hands!	 I'm not sure what's going on here but I don't know anything about this or any other thing that you can do with your own hands!
Meanwhile their mother is taking no notice.	 I don't know what's going on, but I can tell you that she has a lot of things to worry about. You're the only one who cares for your life and he does not care at all!	 I don't know what's going on, but I can tell you that she has a lot of things to worry about. You're the only one who cares for your life and he does not care at all!
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do with that, but it looks like he's got some sort of thing in his hands right after all this time. I don't think you've done any good work for me, she said on her way back home from New York City where they were at last night	 I'm not sure what to do with that, but it looks like he's got some sort of thing in his hands right after all this time. I don't think you've done any good work for me, she said on her way back home from New York City where they were at last night
She has left the tap running and the sink is overflowing.	 I'm not sure what to do with this, but it's a good thing that she doesn't have any of these things in her home!	 I'm not sure what to do with this, but it's a good thing that she doesn't have any of these things in her home!
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do with that. I'm not sure if you're talking about this or something else, he said It's just too hot for me! He looked down at his feet as though they had been covered up by some kind of blanket; but no one could see them	 I don't know what to do with that. I'm not sure if you're talking about this or something else, he said It's just too hot for me! He looked down at his feet as though they had been covered up by some kind of blanket; but no one could see them
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm a little bit too busy with my kids, she says, but they're just getting out of control.	 I don't know if it's because I'm a little bit too busy with my kids, she says, but they're just getting out of control.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know what to do with this, he says in a low-pitched voice that sounds like it's time for me.	 I don't know what to do with this, he says in a low-pitched voice that sounds like it's time for me.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not too far away from where you would like to go out there. I think it is very close but I don't have any idea about this place or what?	 It's not too far away from where you would like to go out there. I think it is very close but I don't have any idea about this place or what?
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's winter or not, says the woman in front of us and we both look at each other day.	 I don't know if it's winter or not, says the woman in front of us and we both look at each other day.
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 I'm not sure if he's going to be in the hospital or on his own, she told The New York Daily News.	 I'm not sure if he's going to be in the hospital or on his own, she told The New York Daily News.
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to do with her, she says, looking down at the ground in front of me. She's not my girl! I say as if it was an accident or something like that happened on our planet!	 I don't know what to do with her, she says, looking down at the ground in front of me. She's not my girl! I say as if it was an accident or something like that happened on our planet!
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family, or if you're looking for something that will make your home look more inviting than it is.	 It's a great place to hang out with friends and family, or if you're looking for something that will make your home look more inviting than it is.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to hold your water bottle in place, but it's not very big and will take up some time before being used for drinking.) The second cup has been removed from its original container (the	 The first one is a small piece of paper that you can use to hold your water bottle in place, but it's not very big and will take up some time before being used for drinking.) The second cup has been removed from its original container (the
