sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.	 I'm not sure what to do with them, she said, adding: I don't know where they're going.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting beside one of them and looking over her shoulder like she might have been told by someone else that there was nothing they could do about this situation. You don't know what you're getting yourself into? You've got no idea how bad things are going down here? I ask as we walk back out onto my own porch where our two children were playing	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting beside one of them and looking over her shoulder like she might have been told by someone else that there was nothing they could do about this situation. You don't know what you're getting yourself into? You've got no idea how bad things are going down here? I ask as we walk back out onto my own porch where our two children were playing
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him from behind his desk as though it were some kind of magic spell which had been cast by someone who knew what was happening around them when they came into their own room after all these years without being able	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him from behind his desk as though it were some kind of magic spell which had been cast by someone who knew what was happening around them when they came into their own room after all these years without being able
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I'm going anywhere right now. He looks down at himself in confusion before turning back towards Elsa who has just finished eating something that was left over from last time they had spent together after their first date earlier this year (she still seems very happy). She takes another bite but stops herself when Anna asks how much more food there would have been without them both being so busy making sure things were all done properly by each other...and then turns away once again while staring out into space where nothing could possibly go wrong or cause any problems because everyone else can see through those dark eyes which are always looking straight ahead	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I'm going anywhere right now. He looks down at himself in confusion before turning back towards Elsa who has just finished eating something that was left over from last time they had spent together after their first date earlier this year (she still seems very happy). She takes another bite but stops herself when Anna asks how much more food there would have been without them both being so busy making sure things were all done properly by each other...and then turns away once again while staring out into space where nothing could possibly go wrong or cause any problems because everyone else can see through those dark eyes which are always looking straight ahead
Meanwhile their mother is taking no notice.	 I don't know what you're talking about, she says, but I'm going to take care of it. She takes a deep breath and puts her hand on his shoulder as if he's been waiting for this moment since the last time they met	 I don't know what you're talking about, she says, but I'm going to take care of it. She takes a deep breath and puts her hand on his shoulder as if he's been waiting for this moment since the last time they met
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, he said with an exasperated look on his face that made him feel even more uncomfortable than when they first met in	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, he said with an exasperated look on his face that made him feel even more uncomfortable than when they first met in
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but if she does then we'll see what happens. I don't know, he said with a smile on his face as they sat down in their living room together at an apartment complex just outside New York City's Central Park	 I'm not sure how long it will take for her to get out of there, but if she does then we'll see what happens. I don't know, he said with a smile on his face as they sat down in their living room together at an apartment complex just outside New York City's Central Park
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said with an exasperated look.I'm not sure if there's any way we can get out of here without getting shot at by people who think they're doing something wrong or are just going after us for their own personal vendettas.We have	 I don't know what to do about that, he said with an exasperated look.I'm not sure if there's any way we can get out of here without getting shot at by people who think they're doing something wrong or are just going after us for their own personal vendettas.We have
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm a little bit older, she says, or maybe they're just looking for something.	 I don't know if it's because I'm a little bit older, she says, or maybe they're just looking for something.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's just me or whether she has a little bit more to say about her life than we do now.	 I don't know if it's just me or whether she has a little bit more to say about her life than we do now.
