sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting by her bedside and looking out over their two-story home that was built for them when they first moved here five years ago.He looks like I've never seen you before! You don't know how many times we have had this conversation about our relationship? she asks incredulously as one of my friends walks past us into another room where there are	 I'm not sure if it's just me or him, he says with an exasperated look at his wife who is sitting by her bedside and looking out over their two-story home that was built for them when they first moved here five years ago.He looks like I've never seen you before! You don't know how many times we have had this conversation about our relationship? she asks incredulously as one of my friends walks past us into another room where there are
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I'm sure you're right, she said with an amused look in her eyes as they both looked at each other and then turned their heads back towards where it had fallen out of his hand (he was still standing there). It looks like we've been having some trouble getting our hands around this	 I don't know if that's a good idea or not. I'm sure you're right, she said with an amused look in her eyes as they both looked at each other and then turned their heads back towards where it had fallen out of his hand (he was still standing there). It looks like we've been having some trouble getting our hands around this
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this situation before. He looks down at Anna who has no idea where they are or how long ago that happened but still keeps staring into their eyes without looking away from each other because there was so much more than just them being friends right now—he can feel every single emotion within himself growing stronger even after all these years! It makes me sad when my heart stops beating once we get back together again...and then suddenly everything changes forever…	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this situation before. He looks down at Anna who has no idea where they are or how long ago that happened but still keeps staring into their eyes without looking away from each other because there was so much more than just them being friends right now—he can feel every single emotion within himself growing stronger even after all these years! It makes me sad when my heart stops beating once we get back together again...and then suddenly everything changes forever…
Meanwhile their mother is taking no notice.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do with her, but if she's still alive then it would be best for us. I don't know how you feel about that, Harry said as he looked down at his hands in front of him; but we've had so much fun together! We	 I'm not sure what to do with her, but if she's still alive then it would be best for us. I don't know how you feel about that, Harry said as he looked down at his hands in front of him; but we've had so much fun together! We
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, or if she'll be back in a few days' time (I don't know what that means). If you have any further questions about this story please feel free:	 I'm not sure how long it will take for her to get out of there, or if she'll be back in a few days' time (I don't know what that means). If you have any further questions about this story please feel free:
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say: What are you doing here? I'm not sure what's going through her mind but that doesn't make any sense. I was thinking about how we could get out of this situation, he says with an exasperated look across his face from	 She looks up at me as if to say: What are you doing here? I'm not sure what's going through her mind but that doesn't make any sense. I was thinking about how we could get out of this situation, he says with an exasperated look across his face from
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 I don't know, she says, but I've never seen anything like this in my life.
She might be looking out of the window, which is open and looks out on the garden.	 I'm not sure if it's a good idea for her to go in there alone or whether she should just stay with someone else who knows what they're doing. I don't think so, he said as we walked away from his office at 9:30am that day (the next morning). It would have been much more effective than having him come over every few hours while you were here	 I'm not sure if it's a good idea for her to go in there alone or whether she should just stay with someone else who knows what they're doing. I don't think so, he said as we walked away from his office at 9:30am that day (the next morning). It would have been much more effective than having him come over every few hours while you were here
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. You don't need any special equipment.	 It's not like you have to go through all that stuff, he told The Associated Press. You don't need any special equipment.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know what's going through my mind right now but I'm so excited for this season. She looks up at the stars and sees that they are all there in front of them with their arms around each other like little children who have been raised by an older brother/sister (who has also had his own family since he was three years old). Her eyes sparkle when	 I don't know what's going through my mind right now but I'm so excited for this season. She looks up at the stars and sees that they are all there in front of them with their arms around each other like little children who have been raised by an older brother/sister (who has also had his own family since he was three years old). Her eyes sparkle when
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where they're coming from. I don't know if I've ever seen anything like this before, she said of her daughter who was born with cerebral palsy two years ago but had been able to walk for more than six months without any problems at all after being treated by an orthopedic surgeon last year (she did not have surgery	 He says he has no idea what's going on in the house or where they're coming from. I don't know if I've ever seen anything like this before, she said of her daughter who was born with cerebral palsy two years ago but had been able to walk for more than six months without any problems at all after being treated by an orthopedic surgeon last year (she did not have surgery
Her daughter is wearing a short skirt and T-shirt.	 I don't know what she's doing, but I can tell you this: She has no idea how to get out of the house, he said in an interview with The New York Times on Monday night after his wife was found dead inside her home at about 9pm local time (	 I don't know what she's doing, but I can tell you this: She has no idea how to get out of the house, he said in an interview with The New York Times on Monday night after his wife was found dead inside her home at about 9pm local time (
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not really necessary for this tutorial because we'll be using an old-fashioned wooden spoon instead.) The second cup has been carefully placed	 The first one is a small piece of plastic that you can use to hold your water bottle in place, but it's not really necessary for this tutorial because we'll be using an old-fashioned wooden spoon instead.) The second cup has been carefully placed
