sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I don't know what you're talking about.' I'm not sure if he's joking or just saying something that makes him feel like an idiot.	 He looks at me and says: 'I don't know what you're talking about.' I'm not sure if he's joking or just saying something that makes him feel like an idiot.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked back down at him as though it had been some sort of prank by someone who thought they were doing something wrong but was actually just looking for another way out from under his feet—he'd never seen anything like this	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked back down at him as though it had been some sort of prank by someone who thought they were doing something wrong but was actually just looking for another way out from under his feet—he'd never seen anything like this
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's head in disbelief that it was so much more important than just making sure they were all safe from being eaten by wolves or whatever else might come their way—and then there are those who have no idea how dangerous this whole situation will get until someone takes them into custody! It seems like every time something goes wrong between these two sisters (or any other family members) things can go horribly awry...	 I don't know what you're talking about, he says with an exasperated look on his face; but I'm not going anywhere without your help. He looks down at Elsa's head in disbelief that it was so much more important than just making sure they were all safe from being eaten by wolves or whatever else might come their way—and then there are those who have no idea how dangerous this whole situation will get until someone takes them into custody! It seems like every time something goes wrong between these two sisters (or any other family members) things can go horribly awry...
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice low and husky in a way that makes it hard to tell whether or not they're talking about the same thing at all. I ask if there are any other people who might be interested	 I don't know what's going on here, she says, her voice low and husky in a way that makes it hard to tell whether or not they're talking about the same thing at all. I ask if there are any other people who might be interested
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could have done anything	 I'm not sure if it's just me or something else, but she seems to be getting better at her job as well. I don't know what you're talking about, Harry said with an exasperated look on his face when he realized that there was no way they could have done anything
She has left the tap running and the sink is overflowing.	 I'm not sure what to do about it, but at least we can get some water out of this place!	 I'm not sure what to do about it, but at least we can get some water out of this place!
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said with an exasperated look across his face.I'm not sure if you've ever heard of this thing called 'pumpkin soup.' It's like something out there for people who have never eaten anything but pumpkin pie or whatever else they can find	 I don't know what to do about that, he said with an exasperated look across his face.I'm not sure if you've ever heard of this thing called 'pumpkin soup.' It's like something out there for people who have never eaten anything but pumpkin pie or whatever else they can find
She seems not to have noticed either the water or what her children are doing.	 I don't know, she says, but I've never seen anything like this in my life.	 I don't know, she says, but I've never seen anything like this in my life.
She might be looking out of the window, which is open and looks out on the garden.	 I'm not sure if it's just me or something else but she seems to have a pretty good idea about what we're doing here. What do you mean by that? he asked with an exasperated look in his eyes as they both looked at each other for quite some time before finally settling back into their usual quiet contemplation over how things had been going so far without any further interference from anyone outside	 I'm not sure if it's just me or something else but she seems to have a pretty good idea about what we're doing here. What do you mean by that? he asked with an exasperated look in his eyes as they both looked at each other for quite some time before finally settling back into their usual quiet contemplation over how things had been going so far without any further interference from anyone outside
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It looks like it's going to be very hard for you. I don't know if I'll ever get over that, she said with an exasperated look on her face as they walked away from their car at about 10:30 p...	 It looks like it's going to be very hard for you. I don't know if I'll ever get over that, she said with an exasperated look on her face as they walked away from their car at about 10:30 p...
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 Her hair has been pulled back in some places and there are no visible scars on it at all. I don't know what you're talking about but I'm pretty sure that's not the case, he says with an air of seriousness when asked if his daughter had ever seen anything like this before? She was just so beautiful! She looked absolutely gorgeous! He then adds:	 Her hair has been pulled back in some places and there are no visible scars on it at all. I don't know what you're talking about but I'm pretty sure that's not the case, he says with an air of seriousness when asked if his daughter had ever seen anything like this before? She was just so beautiful! She looked absolutely gorgeous! He then adds:
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says that he has no idea what's going on in his head at the moment.I don't know if I'm being honest with you or not, she said to me as we walked out of her house after our walk-in party last week (she had been there for about two weeks). It was just so surreal seeing all these people who were like 'Oh my gosh! We're here!' And	 He says that he has no idea what's going on in his head at the moment.I don't know if I'm being honest with you or not, she said to me as we walked out of her house after our walk-in party last week (she had been there for about two weeks). It was just so surreal seeing all these people who were like 'Oh my gosh! We're here!' And
Her daughter is wearing a short skirt and T-shirt.	 I don't know what she's doing, but I'm not going to let her get away from me, he said in an interview with The New York Times last week after the shooting death of Trayvon Martin by George Zimmerman at his Seminole County home on June 17th was ruled accidental	 I don't know what she's doing, but I'm not going to let her get away from me, he said in an interview with The New York Times last week after the shooting death of Trayvon Martin by George Zimmerman at his Seminole County home on June 17th was ruled accidental
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one is a small plastic cup that you can use to hold your water bottle in place, but it's not very big and will take up too much space for most people who don't have any other means of keeping their bottles clean.) The	 The first one is a small plastic cup that you can use to hold your water bottle in place, but it's not very big and will take up too much space for most people who don't have any other means of keeping their bottles clean.) The
