sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.	 I'm not sure what to do with them, she said, adding: I don't know if it's a good idea.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I don't know what you're talking about.' I'm not sure if he's joking or just saying something that makes him feel bad for being there. It was very funny, she said of her time working as an intern with The New York Times before moving into journalism after graduating high school (she worked part-time). We were all so happy when we found out it would be my last job because they told us how much fun	 He looks at me and says: 'I don't know what you're talking about.' I'm not sure if he's joking or just saying something that makes him feel bad for being there. It was very funny, she said of her time working as an intern with The New York Times before moving into journalism after graduating high school (she worked part-time). We were all so happy when we found out it would be my last job because they told us how much fun
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean by 'good enough'? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads away from one another for several seconds before finally looking back up into his eye-viewing glasses which had just been taken off of him when	 I don't know if that's a good idea or not. What do you mean by 'good enough'? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads away from one another for several seconds before finally looking back up into his eye-viewing glasses which had just been taken off of him when
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being watched by someone who's been watching them all this time. She looks down at herself in confusion before looking away from my eyes once more; it was only when we were both staring into each others' faces—the way they had always looked after their own children—that things started happening again (laughs)—and then there are those moments where your heart stops beating so hard because something else has happened: You realize how many times people have died or lost loved ones over these last few years but never really knew why until now... The next day our parents came back home feeling very much better than ever since	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being watched by someone who's been watching them all this time. She looks down at herself in confusion before looking away from my eyes once more; it was only when we were both staring into each others' faces—the way they had always looked after their own children—that things started happening again (laughs)—and then there are those moments where your heart stops beating so hard because something else has happened: You realize how many times people have died or lost loved ones over these last few years but never really knew why until now... The next day our parents came back home feeling very much better than ever since
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, as if to say something about the fact that they've been living together for a long time and have never had any problems with each other or anyone else at all. What do you mean?	 I don't know what's going on, she says, as if to say something about the fact that they've been living together for a long time and have never had any problems with each other or anyone else at all. What do you mean?
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something, but we're going to have some fun with this one!	 I'm not sure if it's just me or something, but we're going to have some fun with this one!
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take me to get out of here, but we'll see what happens next.	 I'm not sure how long it will take me to get out of here, but we'll see what happens next.
There is a big puddle on the floor, and she’s standing in it.	 She's not going to let me touch her, he told The Daily Beast. I don't know what I'm talking about.	 She's not going to let me touch her, he told The Daily Beast. I don't know what I'm talking about.
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The New York Times last month when asked about a recent incident that left one child dead and two others injured after they were attacked by an angry mob of young men who threw rocks at them while he was on his way home from school.	 I don't know if it's just me, but I've never seen anything like this in my life, she told The New York Times last month when asked about a recent incident that left one child dead and two others injured after they were attacked by an angry mob of young men who threw rocks at them while he was on his way home from school.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there or not. I'm glad you're here, she said with an amused smile; but we'll see what happens when he gets back from his tourney at some point next week—and that will make me feel better about myself for having let him down so easily! She turned her head slightly towards my face before continuing:	 I don't know if it's a good idea to go in there or not. I'm glad you're here, she said with an amused smile; but we'll see what happens when he gets back from his tourney at some point next week—and that will make me feel better about myself for having let him down so easily! She turned her head slightly towards my face before continuing:
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press last month when asked if there was anything wrong with his car after it crashed into an overpass at about 10:30 p...	 It's not like you have to go through all that stuff, he told The Associated Press last month when asked if there was anything wrong with his car after it crashed into an overpass at about 10:30 p...
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 She has long black hair and blue eyes that look like they have been cut off from the rest of their family for some reason or another (I don't know if it's because I've never seen them before). The only other person who appears in this picture was an older woman with red lipstick on both cheeks: She looks pretty much exactly what you'd expect at first glance - but	 She has long black hair and blue eyes that look like they have been cut off from the rest of their family for some reason or another (I don't know if it's because I've never seen them before). The only other person who appears in this picture was an older woman with red lipstick on both cheeks: She looks pretty much exactly what you'd expect at first glance - but
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or how long it will take him to get out of there. I don't know if I'll ever see my dad again, she said with an exasperated look across her face as they walked away from their home at about 10:30am local time (7pm GMT). But we've been living here for over 20 years now so	 He says he has no idea what's going on in the house or how long it will take him to get out of there. I don't know if I'll ever see my dad again, she said with an exasperated look across her face as they walked away from their home at about 10:30am local time (7pm GMT). But we've been living here for over 20 years now so
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at her hands on the table in front of them as they wait for their next meal. I'm not sure if it's just me or whether there are other people who have been affected by this because we're all so	 I don't know what to say, she says, looking down at her hands on the table in front of them as they wait for their next meal. I'm not sure if it's just me or whether there are other people who have been affected by this because we're all so
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first cup has a small hole in it, so you don't have to worry about getting your hands dirty or anything like that, he said.I'm not sure if there's any way I'll ever get my hand out of this bag and go back	 The first cup has a small hole in it, so you don't have to worry about getting your hands dirty or anything like that, he said.I'm not sure if there's any way I'll ever get my hand out of this bag and go back
