sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't know if they'll be okay.	 I'm not sure what to do with them, she said, adding: I don't know if they'll be okay.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 He looks at me and says: 'I don't know what you're talking about.' I tell him that it's not his fault but he just wants something for himself. What are your thoughts? she asks with an expression of exasperation which is almost as if her voice was being drowned out by my own? You've got no idea how many people have been killed or injured over this whole thing - there were more than two dozen who had their lives cut short because they	 He looks at me and says: 'I don't know what you're talking about.' I tell him that it's not his fault but he just wants something for himself. What are your thoughts? she asks with an expression of exasperation which is almost as if her voice was being drowned out by my own? You've got no idea how many people have been killed or injured over this whole thing - there were more than two dozen who had their lives cut short because they
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think it would be best for you and your family as well, she said with an exasperated look in her eyes before turning away from his face while looking up at him through one of those bright red glasses which had just been replaced by black ones when they were first brought back into their original state.) 	 I don't know if that's a good idea or not. I think it would be best for you and your family as well, she said with an exasperated look in her eyes before turning away from his face while looking up at him through one of those bright red glasses which had just been replaced by black ones when they were first brought back into their original state.) 
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who's not even in their right mind when they say it out loud: You've been here all day.	 I don't know what you're talking about, he says with an exasperated look on his face that makes me feel like I'm being told something by someone who's not even in their right mind when they say it out loud: You've been here all day.
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice low and husky in a way that makes it hard to tell whether or not they're talking about the same thing at all—or even if there are any differences between them. She pauses	 I don't know what's going on here, she says, her voice low and husky in a way that makes it hard to tell whether or not they're talking about the same thing at all—or even if there are any differences between them. She pauses
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but he seems to be getting better every day. I don't know what you're talking about, she said with an exasperated look on her face as they sat down at their table in front of each other for another half hour	 I'm not sure if it's just me or something else, but he seems to be getting better every day. I don't know what you're talking about, she said with an exasperated look on her face as they sat down at their table in front of each other for another half hour
She has left the tap running and the sink is overflowing.	 I'm not sure how long it will take for her to get out of there, but if she does then we'll see what happens. I don't know, he said with a smile on his face as they sat down at their dining room table in an old-fashioned diner that had been set up by	 I'm not sure how long it will take for her to get out of there, but if she does then we'll see what happens. I don't know, he said with a smile on his face as they sat down at their dining room table in an old-fashioned diner that had been set up by
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll ever see each other again because there are so many things going through my mind at this point right now—and they're just too much for me.''	 I don't know what to do about that, he said of his wife's condition.I'm not sure if we'll ever see each other again because there are so many things going through my mind at this point right now—and they're just too much for me.''
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's because I'm afraid of them, she says, adding that they've never seen anything like this in their lives.	 I don't know if it's because I'm afraid of them, she says, adding that they've never seen anything like this in their lives.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea for her to go in there or not, she told The Huffington Post. I'm just glad that they're doing something about this.	 I don't know if it's a good idea for her to go in there or not, she told The Huffington Post. I'm just glad that they're doing something about this.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you're going to be there all day, he said.I don't know if I would have done it this way but that is what makes me feel so much better about my life right now because we are living our lives as normal people who love each other.It was really nice being here with your family for two days at an hour-long event where everyone had their time together on Saturday morning when they got home from work or went out	 It's not like you're going to be there all day, he said.I don't know if I would have done it this way but that is what makes me feel so much better about my life right now because we are living our lives as normal people who love each other.It was really nice being here with your family for two days at an hour-long event where everyone had their time together on Saturday morning when they got home from work or went out
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 I don't know if it's the weather or not but I've never seen anything like this in my life. She looks up at me with an expression that says something about how much time has passed since we last saw each other and all of us have been together for almost two years now! It feels so good knowing you're still alive! It was nice being here,	 I don't know if it's the weather or not but I've never seen anything like this in my life. She looks up at me with an expression that says something about how much time has passed since we last saw each other and all of us have been together for almost two years now! It feels so good knowing you're still alive! It was nice being here,
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house or where they're coming from.	 He says he has no idea what's going on in the house or where they're coming from.
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to do with her, she said, adding that it would be better for the family if they did not get involved in politics.	 I don't know what to do with her, she said, adding that it would be better for the family if they did not get involved in politics.
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new.	 It's a great place to go if you're looking for something new.
There are two cups on the draining board.	 If you want to use one of them, just add a little water and let it sit for about 10 minutes or so before adding any more liquid (I used 1/2 cup). I also added some fresh lemon zest from my local grocery store as well	 If you want to use one of them, just add a little water and let it sit for about 10 minutes or so before adding any more liquid (I used 1/2 cup). I also added some fresh lemon zest from my local grocery store as well
