sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what they're doing there, but it seems like a good place for them to be.	 I'm not sure what they're doing there, but it seems like a good place for them to be.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm so glad you're here, he says with an air of pride and joy that makes me feel like I've been doing something right. You know what? It's not my fault! You don't have any idea how much better it would be if we could just sit down at our desks for one more hour or two hours each day without worrying about anything else! He laughs as his eyes roll back into their sockets when they see him standing there staring blankly out	 I'm so glad you're here, he says with an air of pride and joy that makes me feel like I've been doing something right. You know what? It's not my fault! You don't have any idea how much better it would be if we could just sit down at our desks for one more hour or two hours each day without worrying about anything else! He laughs as his eyes roll back into their sockets when they see him standing there staring blankly out
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads back towards where it was coming from… I think we should get out of here before this happens, Elsa said while holding up one hand for Anna who had been	 I don't know if that's a good idea or not. What do you mean? she asked with an exasperated look in her eyes as they both looked at each other and then turned their heads back towards where it was coming from… I think we should get out of here before this happens, Elsa said while holding up one hand for Anna who had been
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this situation before. He looks down at Anna who has just finished eating something that was left behind by their parents when they got home from work last night (they were both still asleep), but Elsa can see how much better things could have turned out after all these years without them being there or even seeing each other again until now...	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I've ever been in this situation before. He looks down at Anna who has just finished eating something that was left behind by their parents when they got home from work last night (they were both still asleep), but Elsa can see how much better things could have turned out after all these years without them being there or even seeing each other again until now...
Meanwhile their mother is taking no notice.	 I don't know what's going on here, she says, her voice cracking with emotion as if it were the first time someone had said something like that in front of them since they'd been living together for a year or so. What do you	 I don't know what's going on here, she says, her voice cracking with emotion as if it were the first time someone had said something like that in front of them since they'd been living together for a year or so. What do you
She’s been doing the washing up and is now drying a plate.	 I'm not sure if she's going to do it again, but we'll see what happens with her next time around.	 I'm not sure if she's going to do it again, but we'll see what happens with her next time around.
She has left the tap running and the sink is overflowing.	 I have no idea what to do with this, but it seems like a good thing for her as well! I'm not sure how long she'll be out of town before we can get back home...	 I have no idea what to do with this, but it seems like a good thing for her as well! I'm not sure how long she'll be out of town before we can get back home...
There is a big puddle on the floor, and she’s standing in it.	 I don't know what's going to happen next.	 I don't know what's going to happen next.
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's a coincidence, but I've never seen anything like this in my life, she told The New York Times. This is just one of those things that happens every day.	 I don't know if it's a coincidence, but I've never seen anything like this in my life, she told The New York Times. This is just one of those things that happens every day.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's a good idea to go in there at night or not, she told The Daily Mail. I've never seen anything like this before.	 I don't know if it's a good idea to go in there at night or not, she told The Daily Mail. I've never seen anything like this before.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff every day.	 It's not like you have to go through all that stuff every day.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 It's not the first time that I've seen this kind of outfit in my life; it has been worn by many other women and men who have had similar outfits for years or even decades (I'm sure there are more than one), but here we go again: It looks like an old-fashioned tuxedo with long sleeves on either side! The only thing you'll notice	 It's not the first time that I've seen this kind of outfit in my life; it has been worn by many other women and men who have had similar outfits for years or even decades (I'm sure there are more than one), but here we go again: It looks like an old-fashioned tuxedo with long sleeves on either side! The only thing you'll notice
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in the house at this time but that his mother was there with him when she went to pick up her daughter from school last week.I don't know if I can tell you how many times we've been told by our parents or other family members who have gone out of their way (to) be very careful about where they go because it could get them into trouble,	 He says he has no idea what's going on in the house at this time but that his mother was there with him when she went to pick up her daughter from school last week.I don't know if I can tell you how many times we've been told by our parents or other family members who have gone out of their way (to) be very careful about where they go because it could get them into trouble,
Her daughter is wearing a short skirt and T-shirt.	 I don't know what she's going to do with it, but I'm sure we'll find out soon enough, he told The Associated Press in an interview last week after her father was arrested on suspicion of child molestation charges for allegedly sexually assaulting his two young daughters while they were	 I don't know what she's going to do with it, but I'm sure we'll find out soon enough, he told The Associated Press in an interview last week after her father was arrested on suspicion of child molestation charges for allegedly sexually assaulting his two young daughters while they were
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 One of them has a hole in it that you can use to fill up with water, and another one is just like this: I'm not sure if there's any way I could find out how many people have used these so far but they're	 One of them has a hole in it that you can use to fill up with water, and another one is just like this: I'm not sure if there's any way I could find out how many people have used these so far but they're
