sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, he said, adding: I don't know where they're going.	 I'm not sure what to do with them, he said, adding: I don't know where they're going.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 I'm not sure if it's just me or something else, he says with an air of mystery and wonderment that makes him feel so good about himself. What do you mean? I ask as we sit down at our table for dinner one last time before heading off into another world where there is nothing but love between two people who have no idea what they are doing together (or even know each other). We've been friends since high school when my mother was still alive	 I'm not sure if it's just me or something else, he says with an air of mystery and wonderment that makes him feel so good about himself. What do you mean? I ask as we sit down at our table for dinner one last time before heading off into another world where there is nothing but love between two people who have no idea what they are doing together (or even know each other). We've been friends since high school when my mother was still alive
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of warning sign for what was coming next—she had never seen anything like this before! He turned his head away from me but kept looking back into my face until we	 I don't know if that's a good idea or not. I think you're right, she said with an exasperated look in her eyes and then looked up at him as though it were some kind of warning sign for what was coming next—she had never seen anything like this before! He turned his head away from me but kept looking back into my face until we
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he murmurs in his mother's voice when they are both sitting down at their table with each other. I'm not sure how long it will take before we can get back on our feet.You've been here all day?It has taken me an hour or so since my father left us last night but there was no sign that anything had gone wrong until this morning... He looks around nervously while looking out into space where nothing could have stopped them from falling apart like snowflakes. It takes more than two hours after your parents' departure...to find yourself alone without anyone else nearby who would listen..and then suddenly everything seems normal again? The only reason why things seem different now isn	 I don't know what you're talking about, he murmurs in his mother's voice when they are both sitting down at their table with each other. I'm not sure how long it will take before we can get back on our feet.You've been here all day?It has taken me an hour or so since my father left us last night but there was no sign that anything had gone wrong until this morning... He looks around nervously while looking out into space where nothing could have stopped them from falling apart like snowflakes. It takes more than two hours after your parents' departure...to find yourself alone without anyone else nearby who would listen..and then suddenly everything seems normal again? The only reason why things seem different now isn
Meanwhile their mother is taking no notice.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.	 I don't know what you're talking about, she says, but I'm not going to let her get away with it.
She’s been doing the washing up and is now drying a plate.	 I'm not sure if it's just me or something else, but we're going to have some fun with this one.	 I'm not sure if it's just me or something else, but we're going to have some fun with this one.
She has left the tap running and the sink is overflowing.	 I'm not sure what to do next, but we'll see how it goes.	 I'm not sure what to do next, but we'll see how it goes.
There is a big puddle on the floor, and she’s standing in it.	 I don't know what to do about that. I'm not sure how you're feeling right now, Harry said as he looked up at her with an expression of concern for his friend's well-being; but we've been through so much this year…and there are still some things	 I don't know what to do about that. I'm not sure how you're feeling right now, Harry said as he looked up at her with an expression of concern for his friend's well-being; but we've been through so much this year…and there are still some things
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've seen a lot of things, she said in an interview with The Associated Press last week after being released from jail on $1 million bail and has been allowed back into public view for about two weeks without any charges brought against him because he is under investigation by federal authorities over his alleged sexual assault allegations that were first reported earlier this year	 I don't know if it's just me, but I've seen a lot of things, she said in an interview with The Associated Press last week after being released from jail on $1 million bail and has been allowed back into public view for about two weeks without any charges brought against him because he is under investigation by federal authorities over his alleged sexual assault allegations that were first reported earlier this year
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if he's going to see me or not. What do you mean by that? she asked with a smirk in her voice as though it were an insult; I've never seen anything like this before! She looked up at him from behind his desk where they had been sitting together for some time now—he was staring straight ahead—and then said: 'You're	 I don't know if he's going to see me or not. What do you mean by that? she asked with a smirk in her voice as though it were an insult; I've never seen anything like this before! She looked up at him from behind his desk where they had been sitting together for some time now—he was staring straight ahead—and then said: 'You're
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Associated Press. There are so many different things.	 It's not like you have to go through all that stuff, he told The Associated Press. There are so many different things.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 She has no idea what's going on with the other girls in this room and they are all looking at one another like it was some kind of prank or something. I don't know why you're here but I'm not sure if we've been together for too long now, he says after getting up from his chair before heading back down stairs into their dormitory suite where there	 She has no idea what's going on with the other girls in this room and they are all looking at one another like it was some kind of prank or something. I don't know why you're here but I'm not sure if we've been together for too long now, he says after getting up from his chair before heading back down stairs into their dormitory suite where there
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on in his head.I'm just trying to figure it out, said the father of two who was arrested last week after being charged with second-degree murder for allegedly shooting an unarmed black man at point blank range while walking home from work this past Saturday night (April 19).The incident happened about 10:30 p 	 He says he has no idea what's going on in his head.I'm just trying to figure it out, said the father of two who was arrested last week after being charged with second-degree murder for allegedly shooting an unarmed black man at point blank range while walking home from work this past Saturday night (April 19).The incident happened about 10:30 p 
Her daughter is wearing a short skirt and T-shirt.	 I'm not going to tell you how much I love her, but she's my best friend, he says with an air of confidence that makes him feel good about himself for the first time in his life.She was so happy when we got back from our honeymoon last night!	 I'm not going to tell you how much I love her, but she's my best friend, he says with an air of confidence that makes him feel good about himself for the first time in his life.She was so happy when we got back from our honeymoon last night!
There are lots of cupboards all around the kitchen.	 It's a great place to hang out with friends and family.	 It's a great place to hang out with friends and family.
There are two cups on the draining board.	 The first one is for you to fill it up with water and then pour that into a small bowl, which should be about 1/4 inch thick (see picture below). You can also use your hands or an electric mixer like I did in my previous post	 The first one is for you to fill it up with water and then pour that into a small bowl, which should be about 1/4 inch thick (see picture below). You can also use your hands or an electric mixer like I did in my previous post
