sentence	control	dementia
There are two children and their mother in the kitchen.	 I'm not sure what to do with them, she said, adding: I don't think it's right.	 I'm not sure what to do with them, she said, adding: I don't think it's right.
The little boy has climbed up, on a three legged stool to get some cookies from the jar in the cupboard.	 It's been so long since I've had one of those things.	 It's been so long since I've had one of those things.
The stool is about to fall over, so he’s probably going to fall on the floor.	 I don't know if that's a good idea or not. What do you mean? she asked with an annoyed look in her eyes and then looked up at him as though it were some kind of joke: I'm sorry for what happened last night but we'll see how things turn out next time.You're right, Harry said firmly before turning back around	 I don't know if that's a good idea or not. What do you mean? she asked with an annoyed look in her eyes and then looked up at him as though it were some kind of joke: I'm sorry for what happened last night but we'll see how things turn out next time.You're right, Harry said firmly before turning back around
His sister is holding up one hand as if she is waiting for him to pass her some of the cookies, and she’s holding a finger to her mouth as if to warn her brother to be quiet.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I'm going anywhere.	 I don't know what you're talking about, he says with an exasperated look on his face; but it's not like I'm going anywhere.
Meanwhile their mother is taking no notice.	 I don't know what's going on, she says, her voice cracking with emotion as the tears begin to flow down my face and I can only stare at them for a few seconds before they fall away from me in an almost hypnotic way that feels like it	 I don't know what's going on, she says, her voice cracking with emotion as the tears begin to flow down my face and I can only stare at them for a few seconds before they fall away from me in an almost hypnotic way that feels like it
She’s been doing the washing up and is now drying a plate.	 I'm not sure what to do about it, but if she's done this before then we'll be fine. I don't know why you're saying that, he said with an exasperated look on his face as they sat down at their table in front of him for another hour or so after dinner	 I'm not sure what to do about it, but if she's done this before then we'll be fine. I don't know why you're saying that, he said with an exasperated look on his face as they sat down at their table in front of him for another hour or so after dinner
She has left the tap running and the sink is overflowing.	 I'm not sure what to do about it, but if you have any questions or comments please let me know!	 I'm not sure what to do about it, but if you have any questions or comments please let me know!
There is a big puddle on the floor, and she’s standing in it.	 She looks up at me as if to say ‪I don't know what you're talking about! I've never seen anything like this before! She's right, he says with an air of confidence that makes him feel even more confident than when we first met last year: It was	 She looks up at me as if to say ‪I don't know what you're talking about! I've never seen anything like this before! She's right, he says with an air of confidence that makes him feel even more confident than when we first met last year: It was
She seems not to have noticed either the water or what her children are doing.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a laugh as we walk down an alleyway on our way home from school last week and then back out of town for lunch at 7:30am every day until 6pm when there is no one around.	 I don't know if it's just me, but I've never seen anything like this in my life, she says with a laugh as we walk down an alleyway on our way home from school last week and then back out of town for lunch at 7:30am every day until 6pm when there is no one around.
She might be looking out of the window, which is open and looks out on the garden.	 I don't know if it's just me or whether she was trying to make a point about how much money they're making off her.	 I don't know if it's just me or whether she was trying to make a point about how much money they're making off her.
You can see a path and another part of the house and the lawn, flowers, and a tree in the garden.	 It's not like you have to go through all that stuff, he told The Daily Caller News Foundation. You don't really know what is going on.	 It's not like you have to go through all that stuff, he told The Daily Caller News Foundation. You don't really know what is going on.
It seems to be summer, as she is wearing a short sleeved dress under her apron.	 It's the first time I've seen this kind of thing in my life and it makes me feel so much better about myself.	 It's the first time I've seen this kind of thing in my life and it makes me feel so much better about myself.
Her son is wearing shorts a shirt and shoes and socks, which are also falling down.	 He says he has no idea what's going on with him or his family at this point in time.	 He says he has no idea what's going on with him or his family at this point in time.
Her daughter is wearing a short skirt and T-shirt.	 I don't know what to say, she says, looking down at the floor with her head tilted back as if it's been so long since they've seen each other in months. She looks away from me like I'm just going through some sort of emotional rollercoaster or something	 I don't know what to say, she says, looking down at the floor with her head tilted back as if it's been so long since they've seen each other in months. She looks away from me like I'm just going through some sort of emotional rollercoaster or something
There are lots of cupboards all around the kitchen.	 It's a great place to go if you're looking for something new and unique.	 It's a great place to go if you're looking for something new and unique.
There are two cups on the draining board.	 The first one is a small piece of paper that you can use to hold it in place, but I don't think there's any need for this at all.	 The first one is a small piece of paper that you can use to hold it in place, but I don't think there's any need for this at all.
